Table Name,State Code,District Code,Area Name,Division,Sub Division,NCO Name,Total/Rural/Urban,Industrial Category - Total - Persons,Industrial Category - Total - Males,Industrial Category - Total - Females,"Industrial Category - A (Excluding Cultivators, Agricultural Labourers) - Persons","Industrial Category - A (Excluding Cultivators, Agricultural Labourers) - Males","Industrial Category - A (Excluding Cultivators, Agricultural Labourers) - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0123A,29,000,State - Karnataka,0,00,Total,Total,12241238,9170207,3071031,988545,674620,313925,121680,97358,24322,571237,281591,289646,2314447,1675486,638961,96417,87398,9019,1301793,1163756,138037,10011,9739,272,1785870,1579719,206151,1024063,991493,32570,327574,274704,52870,4743,3816,927,415953,320898,95055,436799,362269,74530,693840,576336,117504,1000954,451228,549726,111194,58892,52302,1036118,560904,475214
B0123A,29,000,State - Karnataka,0,00,Total,Rural,4442221,3192446,1249775,817717,543864,273853,86535,67963,18572,315950,143785,172165,693304,481333,211971,37535,35320,2215,450460,408474,41986,3269,3186,83,463330,394475,68855,386937,378102,8835,125694,105030,20664,648,617,31,27177,22947,4230,74227,65712,8515,155743,134280,21463,386185,168243,217942,60413,31595,28818,357097,207520,149577
B0123A,29,000,State - Karnataka,0,00,Total,Urban,7799017,5977761,1821256,170828,130756,40072,35145,29395,5750,255287,137806,117481,1621143,1194153,426990,58882,52078,6804,851333,755282,96051,6742,6553,189,1322540,1185244,137296,637126,613391,23735,201880,169674,32206,4095,3199,896,388776,297951,90825,362572,296557,66015,538097,442056,96041,614769,282985,331784,50781,27297,23484,679021,353384,325637
B0123A,29,000,State - Karnataka,1,00,"Legislators, Senior Officials and Managers",Total,642324,573834,68490,9637,8088,1549,3048,2916,132,373,341,32,119239,108237,11002,4920,4640,280,68240,66607,1633,11,11,0,163080,150029,13051,32521,30351,2170,37749,34441,3308,34,28,6,27732,23071,4661,59302,50411,8891,72543,60766,11777,23557,16416,7141,427,382,45,19911,17099,2812
B0123A,29,000,State - Karnataka,1,00,"Legislators, Senior Officials and Managers",Rural,119889,106354,13535,7806,6395,1411,1111,1053,58,37,33,4,12482,11643,839,1431,1384,47,13618,13419,199,0,0,0,33212,29698,3514,9186,8512,674,11007,9830,1177,0,0,0,1012,925,87,4801,4392,409,14531,11296,3235,4162,3254,908,50,50,0,5443,4470,973
B0123A,29,000,State - Karnataka,1,00,"Legislators, Senior Officials and Managers",Urban,522435,467480,54955,1831,1693,138,1937,1863,74,336,308,28,106757,96594,10163,3489,3256,233,54622,53188,1434,11,11,0,129868,120331,9537,23335,21839,1496,26742,24611,2131,34,28,6,26720,22146,4574,54501,46019,8482,58012,49470,8542,19395,13162,6233,377,332,45,14468,12629,1839
B0123A,29,000,State - Karnataka,1,11,Legislators and Senior Officials,Total,44721,35647,9074,360,333,27,32,26,6,27,20,7,1086,920,166,552,494,58,335,307,28,2,2,0,348,327,21,647,565,82,54,42,12,0,0,0,390,309,81,730,599,131,31829,25301,6528,2868,2043,825,208,191,17,5253,4168,1085
B0123A,29,000,State - Karnataka,1,11,Legislators and Senior Officials,Rural,16496,12398,4098,150,138,12,12,6,6,11,9,2,181,171,10,168,163,5,112,102,10,0,0,0,124,124,0,100,92,8,14,14,0,0,0,0,27,22,5,69,63,6,11091,8097,2994,838,602,236,50,50,0,3549,2745,804
B0123A,29,000,State - Karnataka,1,11,Legislators and Senior Officials,Urban,28225,23249,4976,210,195,15,20,20,0,16,11,5,905,749,156,384,331,53,223,205,18,2,2,0,224,203,21,547,473,74,40,28,12,0,0,0,363,287,76,661,536,125,20738,17204,3534,2030,1441,589,158,141,17,1704,1423,281
B0123A,29,000,State - Karnataka,1,12,Corporate Managers,Total,590407,531558,58849,9091,7601,1490,2952,2826,126,311,286,25,115173,104502,10671,4247,4031,216,67710,66130,1580,9,9,0,162445,149440,13005,31665,29589,2076,37575,34290,3285,25,19,6,26591,22098,4493,57514,48851,8663,39865,34682,5183,20591,14297,6294,199,171,28,14444,12736,1708
B0123A,29,000,State - Karnataka,1,12,Corporate Managers,Rural,102940,93553,9387,7517,6142,1375,1097,1045,52,26,24,2,12210,11387,823,1249,1207,42,13498,13309,189,0,0,0,33067,29557,3510,9070,8404,666,10982,9805,1177,0,0,0,970,888,82,4651,4260,391,3389,3150,239,3324,2652,672,0,0,0,1890,1723,167
B0123A,29,000,State - Karnataka,1,12,Corporate Managers,Urban,487467,438005,49462,1574,1459,115,1855,1781,74,285,262,23,102963,93115,9848,2998,2824,174,54212,52821,1391,9,9,0,129378,119883,9495,22595,21185,1410,26593,24485,2108,25,19,6,25621,21210,4411,52863,44591,8272,36476,31532,4944,17267,11645,5622,199,171,28,12554,11013,1541
B0123A,29,000,State - Karnataka,1,13,General Managers,Total,7196,6629,567,186,154,32,64,64,0,35,35,0,2980,2815,165,121,115,6,195,170,25,0,0,0,287,262,25,209,197,12,120,109,11,9,9,0,751,664,87,1058,961,97,849,783,66,98,76,22,20,20,0,214,195,19
B0123A,29,000,State - Karnataka,1,13,General Managers,Rural,453,403,50,139,115,24,2,2,0,0,0,0,91,85,6,14,14,0,8,8,0,0,0,0,21,17,4,16,16,0,11,11,0,0,0,0,15,15,0,81,69,12,51,49,2,0,0,0,0,0,0,4,2,2
B0123A,29,000,State - Karnataka,1,13,General Managers,Urban,6743,6226,517,47,39,8,62,62,0,35,35,0,2889,2730,159,107,101,6,187,162,25,0,0,0,266,245,21,193,181,12,109,98,11,9,9,0,736,649,87,977,892,85,798,734,64,98,76,22,20,20,0,210,193,17
B0123A,29,000,State - Karnataka,2,00,Professionals,Total,917026,692613,224413,1330,1064,266,1122,1058,64,35,29,6,100584,83132,17452,9568,8204,1364,19444,17935,1509,0,0,0,13798,11650,2148,5915,5079,836,1608,1339,269,0,0,0,259412,196183,63229,119948,96455,23493,51895,40954,10941,247704,152928,94776,65,41,24,84598,76562,8036
B0123A,29,000,State - Karnataka,2,00,Professionals,Rural,152623,122469,30154,736,561,175,247,230,17,26,20,6,11322,10114,1208,2009,1779,230,2742,2571,171,0,0,0,1929,1640,289,719,645,74,293,228,65,0,0,0,7768,6327,1441,16706,14717,1989,8099,6528,1571,64413,44327,20086,6,3,3,35608,32779,2829
B0123A,29,000,State - Karnataka,2,00,Professionals,Urban,764403,570144,194259,594,503,91,875,828,47,9,9,0,89262,73018,16244,7559,6425,1134,16702,15364,1338,0,0,0,11869,10010,1859,5196,4434,762,1315,1111,204,0,0,0,251644,189856,61788,103242,81738,21504,43796,34426,9370,183291,108601,74690,59,38,21,48990,43783,5207
B0123A,29,000,State - Karnataka,2,21,"Physical, Mathematical and Engineering Science Professionals",Total,418168,336273,81895,134,120,14,703,684,19,0,0,0,69287,60073,9214,8526,7353,1173,17549,16382,1167,0,0,0,4386,4008,378,2755,2582,173,190,175,15,0,0,0,237184,181152,56032,40848,33269,7579,20966,18141,2825,5776,3483,2293,0,0,0,9864,8851,1013
B0123A,29,000,State - Karnataka,2,21,"Physical, Mathematical and Engineering Science Professionals",Rural,26520,23020,3500,55,46,9,113,113,0,0,0,0,7027,6471,556,1826,1643,183,2430,2295,135,0,0,0,448,431,17,225,205,20,14,14,0,0,0,0,6229,5001,1228,2481,2205,276,2504,2286,218,1553,836,717,0,0,0,1615,1474,141
B0123A,29,000,State - Karnataka,2,21,"Physical, Mathematical and Engineering Science Professionals",Urban,391648,313253,78395,79,74,5,590,571,19,0,0,0,62260,53602,8658,6700,5710,990,15119,14087,1032,0,0,0,3938,3577,361,2530,2377,153,176,161,15,0,0,0,230955,176151,54804,38367,31064,7303,18462,15855,2607,4223,2647,1576,0,0,0,8249,7377,872
B0123A,29,000,State - Karnataka,2,22,Life Science and Health Professionals,Total,79659,55228,24431,381,325,56,18,18,0,27,21,6,1079,834,245,17,6,11,57,45,12,0,0,0,366,321,45,116,90,26,79,54,25,0,0,0,102,62,40,5103,4632,471,2572,1894,678,69057,46487,22570,65,41,24,620,398,222
B0123A,29,000,State - Karnataka,2,22,Life Science and Health Professionals,Rural,19089,15482,3607,220,182,38,9,9,0,18,12,6,254,221,33,12,6,6,28,22,6,0,0,0,98,86,12,44,44,0,19,11,8,0,0,0,8,8,0,2194,2096,98,727,496,231,15270,12159,3111,6,3,3,182,127,55
B0123A,29,000,State - Karnataka,2,22,Life Science and Health Professionals,Urban,60570,39746,20824,161,143,18,9,9,0,9,9,0,825,613,212,5,0,5,29,23,6,0,0,0,268,235,33,72,46,26,60,43,17,0,0,0,94,54,40,2909,2536,373,1845,1398,447,53787,34328,19459,59,38,21,438,271,167
B0123A,29,000,State - Karnataka,2,23,Teaching Professionals,Total,155323,95542,59781,43,41,2,15,9,6,8,8,0,621,366,255,37,30,7,43,29,14,0,0,0,114,100,14,70,53,17,80,50,30,0,0,0,496,318,178,502,401,101,1240,966,274,150934,92295,58639,0,0,0,1120,876,244
B0123A,29,000,State - Karnataka,2,23,Teaching Professionals,Rural,39935,29046,10889,14,12,2,0,0,0,8,8,0,84,40,44,9,9,0,6,6,0,0,0,0,28,26,2,25,17,8,18,12,6,0,0,0,51,39,12,26,23,3,347,277,70,39020,28307,10713,0,0,0,299,270,29
B0123A,29,000,State - Karnataka,2,23,Teaching Professionals,Urban,115388,66496,48892,29,29,0,15,9,6,0,0,0,537,326,211,28,21,7,37,23,14,0,0,0,86,74,12,45,36,9,62,38,24,0,0,0,445,279,166,476,378,98,893,689,204,111914,63988,47926,0,0,0,821,606,215
B0123A,29,000,State - Karnataka,2,24,Other Professionals,Total,263876,205570,58306,772,578,194,386,347,39,0,0,0,29597,21859,7738,988,815,173,1795,1479,316,0,0,0,8932,7221,1711,2974,2354,620,1259,1060,199,0,0,0,21630,14651,6979,73495,58153,15342,27117,19953,7164,21937,10663,11274,0,0,0,72994,66437,6557
B0123A,29,000,State - Karnataka,2,24,Other Professionals,Rural,67079,54921,12158,447,321,126,125,108,17,0,0,0,3957,3382,575,162,121,41,278,248,30,0,0,0,1355,1097,258,425,379,46,242,191,51,0,0,0,1480,1279,201,12005,10393,1612,4521,3469,1052,8570,3025,5545,0,0,0,33512,30908,2604
B0123A,29,000,State - Karnataka,2,24,Other Professionals,Urban,196797,150649,46148,325,257,68,261,239,22,0,0,0,25640,18477,7163,826,694,132,1517,1231,286,0,0,0,7577,6124,1453,2549,1975,574,1017,869,148,0,0,0,20150,13372,6778,61490,47760,13730,22596,16484,6112,13367,7638,5729,0,0,0,39482,35529,3953
B0123A,29,000,State - Karnataka,3,00,Technicians and Associate Professionals,Total,866423,506249,360174,1996,1714,282,1376,1330,46,2,0,2,73154,65354,7800,3452,3058,394,5061,4808,253,0,0,0,39669,36586,3083,9076,7894,1182,2815,2338,477,6,6,0,19215,15570,3645,123419,111368,12051,64963,53381,11582,504308,187839,316469,18,16,2,17893,14987,2906
B0123A,29,000,State - Karnataka,3,00,Technicians and Associate Professionals,Rural,286224,154580,131644,1284,1071,213,472,451,21,2,0,2,13787,12756,1031,1068,956,112,1265,1222,43,0,0,0,6101,5665,436,1169,1053,116,678,515,163,6,6,0,1906,1690,216,25133,23364,1769,14682,12084,2598,213496,89321,124175,13,11,2,5162,4415,747
B0123A,29,000,State - Karnataka,3,00,Technicians and Associate Professionals,Urban,580199,351669,228530,712,643,69,904,879,25,0,0,0,59367,52598,6769,2384,2102,282,3796,3586,210,0,0,0,33568,30921,2647,7907,6841,1066,2137,1823,314,0,0,0,17309,13880,3429,98286,88004,10282,50281,41297,8984,290812,98518,192294,5,5,0,12731,10572,2159
B0123A,29,000,State - Karnataka,3,31,Physical and Engineering Science Associate Professionals,Total,71629,63779,7850,53,38,15,226,221,5,0,0,0,17395,15583,1812,1145,1067,78,1093,1024,69,0,0,0,1591,1393,198,1659,1506,153,72,67,5,6,6,0,9860,8370,1490,23944,22634,1310,7038,5613,1425,4331,3268,1063,9,9,0,3207,2980,227
B0123A,29,000,State - Karnataka,3,31,Physical and Engineering Science Associate Professionals,Rural,14414,13203,1211,38,23,15,36,36,0,0,0,0,2627,2379,248,375,359,16,274,251,23,0,0,0,161,159,2,140,136,4,6,6,0,6,6,0,1152,999,153,7158,6807,351,856,757,99,907,651,256,6,6,0,672,628,44
B0123A,29,000,State - Karnataka,3,31,Physical and Engineering Science Associate Professionals,Urban,57215,50576,6639,15,15,0,190,185,5,0,0,0,14768,13204,1564,770,708,62,819,773,46,0,0,0,1430,1234,196,1519,1370,149,66,61,5,0,0,0,8708,7371,1337,16786,15827,959,6182,4856,1326,3424,2617,807,3,3,0,2535,2352,183
B0123A,29,000,State - Karnataka,3,32,Life Science and Health Associate Professionals,Total,148791,31344,117447,279,194,85,33,21,12,2,0,2,3230,2386,844,99,53,46,73,55,18,0,0,0,3239,2687,552,175,106,69,196,76,120,0,0,0,192,133,59,1125,962,163,4244,1836,2408,135227,22564,112663,9,7,2,668,264,404
B0123A,29,000,State - Karnataka,3,32,Life Science and Health Associate Professionals,Rural,79053,9321,69732,217,135,82,8,6,2,2,0,2,746,577,169,33,9,24,19,17,2,0,0,0,752,613,139,22,20,2,79,25,54,0,0,0,14,14,0,484,440,44,1995,581,1414,74444,6807,67637,7,5,2,231,72,159
B0123A,29,000,State - Karnataka,3,32,Life Science and Health Associate Professionals,Urban,69738,22023,47715,62,59,3,25,15,10,0,0,0,2484,1809,675,66,44,22,54,38,16,0,0,0,2487,2074,413,153,86,67,117,51,66,0,0,0,178,119,59,641,522,119,2249,1255,994,60783,15757,45026,2,2,0,437,192,245
B0123A,29,000,State - Karnataka,3,33,Teaching Associate Professionals,Total,347206,148839,198367,79,40,39,18,18,0,0,0,0,571,288,283,74,33,41,40,33,7,0,0,0,95,72,23,194,164,30,130,51,79,0,0,0,145,78,67,75,42,33,1069,597,472,343244,146510,196734,0,0,0,1472,913,559
B0123A,29,000,State - Karnataka,3,33,Teaching Associate Professionals,Rural,133048,78029,55019,54,18,36,6,6,0,0,0,0,90,46,44,46,18,28,5,5,0,0,0,0,15,9,6,49,49,0,80,23,57,0,0,0,16,14,2,3,3,0,320,209,111,131934,77288,54646,0,0,0,430,341,89
B0123A,29,000,State - Karnataka,3,33,Teaching Associate Professionals,Urban,214158,70810,143348,25,22,3,12,12,0,0,0,0,481,242,239,28,15,13,35,28,7,0,0,0,80,63,17,145,115,30,50,28,22,0,0,0,129,64,65,72,39,33,749,388,361,211310,69222,142088,0,0,0,1042,572,470
B0123A,29,000,State - Karnataka,3,34,Other Associate Professionals,Total,298797,262287,36510,1585,1442,143,1099,1070,29,0,0,0,51958,47097,4861,2134,1905,229,3855,3696,159,0,0,0,34744,32434,2310,7048,6118,930,2417,2144,273,0,0,0,9018,6989,2029,98275,87730,10545,52612,45335,7277,21506,15497,6009,0,0,0,12546,10830,1716
B0123A,29,000,State - Karnataka,3,34,Other Associate Professionals,Rural,59709,54027,5682,975,895,80,422,403,19,0,0,0,10324,9754,570,614,570,44,967,949,18,0,0,0,5173,4884,289,958,848,110,513,461,52,0,0,0,724,663,61,17488,16114,1374,11511,10537,974,6211,4575,1636,0,0,0,3829,3374,455
B0123A,29,000,State - Karnataka,3,34,Other Associate Professionals,Urban,239088,208260,30828,610,547,63,677,667,10,0,0,0,41634,37343,4291,1520,1335,185,2888,2747,141,0,0,0,29571,27550,2021,6090,5270,820,1904,1683,221,0,0,0,8294,6326,1968,80787,71616,9171,41101,34798,6303,15295,10922,4373,0,0,0,8717,7456,1261
B0123A,29,000,State - Karnataka,4,00,Clerks,Total,488286,370074,118212,2411,2053,358,1661,1530,131,0,0,0,74020,58372,15648,11503,8971,2532,4066,3387,679,0,0,0,36216,30863,5353,36517,30484,6033,7139,6332,807,0,0,0,34624,23968,10656,82673,60917,21756,137496,103197,34299,42874,26713,16161,0,0,0,17086,13287,3799
B0123A,29,000,State - Karnataka,4,00,Clerks,Rural,120834,100802,20032,1326,1189,137,643,610,33,0,0,0,17884,15279,2605,3607,3059,548,1026,900,126,0,0,0,9632,8492,1140,10514,9400,1114,1758,1654,104,0,0,0,6139,4706,1433,17333,14294,3039,34805,29037,5768,11345,8238,3107,0,0,0,4822,3944,878
B0123A,29,000,State - Karnataka,4,00,Clerks,Urban,367452,269272,98180,1085,864,221,1018,920,98,0,0,0,56136,43093,13043,7896,5912,1984,3040,2487,553,0,0,0,26584,22371,4213,26003,21084,4919,5381,4678,703,0,0,0,28485,19262,9223,65340,46623,18717,102691,74160,28531,31529,18475,13054,0,0,0,12264,9343,2921
B0123A,29,000,State - Karnataka,4,41,Office Clerks,Total,442202,334747,107455,2354,2005,349,1624,1507,117,0,0,0,70662,56421,14241,9810,7498,2312,3770,3182,588,0,0,0,31262,26749,4513,34064,28441,5623,2201,1896,305,0,0,0,28307,19037,9270,73720,53468,20252,129306,96667,32639,39880,26011,13869,0,0,0,15242,11865,3377
B0123A,29,000,State - Karnataka,4,41,Office Clerks,Rural,109114,90403,18711,1300,1163,137,641,608,33,0,0,0,17356,14874,2482,2658,2194,464,935,835,100,0,0,0,8852,7804,1048,10139,9072,1067,606,574,32,0,0,0,4618,3380,1238,15902,13051,2851,30725,25178,5547,10945,8064,2881,0,0,0,4437,3606,831
B0123A,29,000,State - Karnataka,4,41,Office Clerks,Urban,333088,244344,88744,1054,842,212,983,899,84,0,0,0,53306,41547,11759,7152,5304,1848,2835,2347,488,0,0,0,22410,18945,3465,23925,19369,4556,1595,1322,273,0,0,0,23689,15657,8032,57818,40417,17401,98581,71489,27092,28935,17947,10988,0,0,0,10805,8259,2546
B0123A,29,000,State - Karnataka,4,42,Customer Services Clerks,Total,46084,35327,10757,57,48,9,37,23,14,0,0,0,3358,1951,1407,1693,1473,220,296,205,91,0,0,0,4954,4114,840,2453,2043,410,4938,4436,502,0,0,0,6317,4931,1386,8953,7449,1504,8190,6530,1660,2994,702,2292,0,0,0,1844,1422,422
B0123A,29,000,State - Karnataka,4,42,Customer Services Clerks,Rural,11720,10399,1321,26,26,0,2,2,0,0,0,0,528,405,123,949,865,84,91,65,26,0,0,0,780,688,92,375,328,47,1152,1080,72,0,0,0,1521,1326,195,1431,1243,188,4080,3859,221,400,174,226,0,0,0,385,338,47
B0123A,29,000,State - Karnataka,4,42,Customer Services Clerks,Urban,34364,24928,9436,31,22,9,35,21,14,0,0,0,2830,1546,1284,744,608,136,205,140,65,0,0,0,4174,3426,748,2078,1715,363,3786,3356,430,0,0,0,4796,3605,1191,7522,6206,1316,4110,2671,1439,2594,528,2066,0,0,0,1459,1084,375
B0123A,29,000,State - Karnataka,5,00,Service Workers and Shop & Market Sales Workers,Total,1914415,1573921,340494,6482,4926,1556,1450,1330,120,0,0,0,54640,46971,7669,3632,2868,764,5851,5303,548,0,0,0,1152649,1011136,141513,55149,51243,3906,231356,194695,36661,0,0,0,10655,8341,2314,18057,15740,2317,142566,125041,17525,113705,23623,90082,0,0,0,118223,82704,35519
B0123A,29,000,State - Karnataka,5,00,Service Workers and Shop & Market Sales Workers,Rural,614107,468448,145659,3299,2582,717,521,479,42,0,0,0,11708,9831,1877,882,736,146,1580,1443,137,0,0,0,321405,268746,52659,22094,21039,1055,96385,80451,15934,0,0,0,1245,1008,237,4281,3825,456,34219,31093,3126,71001,9176,61825,0,0,0,45487,38039,7448
B0123A,29,000,State - Karnataka,5,00,Service Workers and Shop & Market Sales Workers,Urban,1300308,1105473,194835,3183,2344,839,929,851,78,0,0,0,42932,37140,5792,2750,2132,618,4271,3860,411,0,0,0,831244,742390,88854,33055,30204,2851,134971,114244,20727,0,0,0,9410,7333,2077,13776,11915,1861,108347,93948,14399,42704,14447,28257,0,0,0,72736,44665,28071
B0123A,29,000,State - Karnataka,5,51,Personal and Protective Service Workers,Total,620242,441189,179053,896,678,218,353,268,85,0,0,0,14351,11042,3309,2007,1348,659,2531,2183,348,0,0,0,5153,4385,768,51141,47505,3636,193551,162204,31347,0,0,0,4548,3328,1220,11652,9884,1768,115085,103173,11912,111802,22366,89436,0,0,0,107172,72825,34347
B0123A,29,000,State - Karnataka,5,51,Personal and Protective Service Workers,Rural,262379,174221,88158,577,437,140,115,81,34,0,0,0,3720,2854,866,574,438,136,1046,933,113,0,0,0,1616,1390,226,21355,20347,1008,83670,70218,13452,0,0,0,643,477,166,3444,3030,414,32263,29387,2876,70511,8924,61587,0,0,0,42845,35705,7140
B0123A,29,000,State - Karnataka,5,51,Personal and Protective Service Workers,Urban,357863,266968,90895,319,241,78,238,187,51,0,0,0,10631,8188,2443,1433,910,523,1485,1250,235,0,0,0,3537,2995,542,29786,27158,2628,109881,91986,17895,0,0,0,3905,2851,1054,8208,6854,1354,82822,73786,9036,41291,13442,27849,0,0,0,64327,37120,27207
B0123A,29,000,State - Karnataka,5,52,"Models, Sales Persons and Demonstrators",Total,1294173,1132732,161441,5586,4248,1338,1097,1062,35,0,0,0,40289,35929,4360,1625,1520,105,3320,3120,200,0,0,0,1147496,1006751,140745,4008,3738,270,37805,32491,5314,0,0,0,6107,5013,1094,6405,5856,549,27481,21868,5613,1903,1257,646,0,0,0,11051,9879,1172
B0123A,29,000,State - Karnataka,5,52,"Models, Sales Persons and Demonstrators",Rural,351728,294227,57501,2722,2145,577,406,398,8,0,0,0,7988,6977,1011,308,298,10,534,510,24,0,0,0,319789,267356,52433,739,692,47,12715,10233,2482,0,0,0,602,531,71,837,795,42,1956,1706,250,490,252,238,0,0,0,2642,2334,308
B0123A,29,000,State - Karnataka,5,52,"Models, Sales Persons and Demonstrators",Urban,942445,838505,103940,2864,2103,761,691,664,27,0,0,0,32301,28952,3349,1317,1222,95,2786,2610,176,0,0,0,827707,739395,88312,3269,3046,223,25090,22258,2832,0,0,0,5505,4482,1023,5568,5061,507,25525,20162,5363,1413,1005,408,0,0,0,8409,7545,864
B0123A,29,000,State - Karnataka,6,00,Skilled Agricultural and Fishery Workers,Total,381891,301478,80413,342601,269442,73159,556,518,38,0,0,0,10963,8986,1977,110,77,33,635,582,53,0,0,0,9683,7675,2008,753,633,120,312,243,69,0,0,0,317,197,120,534,429,105,11021,9455,1566,1404,1042,362,0,0,0,3002,2199,803
B0123A,29,000,State - Karnataka,6,00,Skilled Agricultural and Fishery Workers,Rural,276594,210062,66532,258267,195513,62754,278,252,26,0,0,0,5420,4412,1008,41,29,12,319,288,31,0,0,0,5402,4051,1351,400,322,78,167,110,57,0,0,0,82,37,45,226,173,53,4239,3709,530,569,396,173,0,0,0,1184,770,414
B0123A,29,000,State - Karnataka,6,00,Skilled Agricultural and Fishery Workers,Urban,105297,91416,13881,84334,73929,10405,278,266,12,0,0,0,5543,4574,969,69,48,21,316,294,22,0,0,0,4281,3624,657,353,311,42,145,133,12,0,0,0,235,160,75,308,256,52,6782,5746,1036,835,646,189,0,0,0,1818,1429,389
B0123A,29,000,State - Karnataka,6,61,Market Oriented Skilled Agricultural and Fishery Workers,Total,381875,301466,80409,342587,269430,73157,556,518,38,0,0,0,10963,8986,1977,110,77,33,635,582,53,0,0,0,9683,7675,2008,753,633,120,312,243,69,0,0,0,317,197,120,534,429,105,11021,9455,1566,1404,1042,362,0,0,0,3000,2199,801
B0123A,29,000,State - Karnataka,6,61,Market Oriented Skilled Agricultural and Fishery Workers,Rural,276586,210056,66530,258259,195507,62752,278,252,26,0,0,0,5420,4412,1008,41,29,12,319,288,31,0,0,0,5402,4051,1351,400,322,78,167,110,57,0,0,0,82,37,45,226,173,53,4239,3709,530,569,396,173,0,0,0,1184,770,414
B0123A,29,000,State - Karnataka,6,61,Market Oriented Skilled Agricultural and Fishery Workers,Urban,105289,91410,13879,84328,73923,10405,278,266,12,0,0,0,5543,4574,969,69,48,21,316,294,22,0,0,0,4281,3624,657,353,311,42,145,133,12,0,0,0,235,160,75,308,256,52,6782,5746,1036,835,646,189,0,0,0,1816,1429,387
B0123A,29,000,State - Karnataka,6,62,Subsistence Agricultural and Fishery Workers,Total,16,12,4,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0123A,29,000,State - Karnataka,6,62,Subsistence Agricultural and Fishery Workers,Rural,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0123A,29,000,State - Karnataka,6,62,Subsistence Agricultural and Fishery Workers,Urban,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0123A,29,000,State - Karnataka,7,00,Craft and Related Trades Workers,Total,2588725,1844016,744709,7113,4356,2757,89972,69453,20519,340723,99959,240764,1175082,744061,431021,31947,30762,1185,602204,570230,31974,68,66,2,204297,197016,7281,30872,29661,1211,2693,2117,576,50,34,16,21276,20173,1103,3765,3306,459,11543,10642,901,3951,2944,1007,2298,1652,646,60871,57584,3287
B0123A,29,000,State - Karnataka,7,00,Craft and Related Trades Workers,Rural,970261,635838,334423,3740,2583,1157,68118,52418,15700,191652,47727,143925,378767,222524,156243,13738,13437,301,228720,216160,12560,21,21,0,45511,43565,1946,10526,10202,324,862,696,166,13,11,2,4801,4701,100,638,555,83,3301,3107,194,1102,672,430,791,543,248,17960,16916,1044
B0123A,29,000,State - Karnataka,7,00,Craft and Related Trades Workers,Urban,1618464,1208178,410286,3373,1773,1600,21854,17035,4819,149071,52232,96839,796315,521537,274778,18209,17325,884,373484,354070,19414,47,45,2,158786,153451,5335,20346,19459,887,1831,1421,410,37,23,14,16475,15472,1003,3127,2751,376,8242,7535,707,2849,2272,577,1507,1109,398,42911,40668,2243
B0123A,29,000,State - Karnataka,7,71,Extraction and Building Trades Workers,Total,865795,807291,58504,1711,1432,279,86481,66343,20138,0,0,0,163695,158373,5322,7293,7146,147,569829,538860,30969,0,0,0,13135,12791,344,2528,2416,112,476,452,24,0,0,0,1453,1388,65,1264,1118,146,3913,3720,193,1228,1119,109,0,0,0,12789,12133,656
B0123A,29,000,State - Karnataka,7,71,Extraction and Building Trades Workers,Rural,362280,331588,30692,1147,953,194,65999,50569,15430,0,0,0,62359,60140,2219,2823,2791,32,220615,208299,12316,0,0,0,2197,2112,85,961,913,48,75,65,10,0,0,0,250,250,0,231,199,32,979,957,22,255,211,44,0,0,0,4389,4129,260
