Table Name,State Code,District Code,State/District,Division,Sub-Division,Group,Family,NCO Name,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
B0825STA,29,556,Bagalkot,7,74,741,7413,Dairy Products Makers,2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,7,74,741,7414,"Fruits, Vegetables and Related Preservers",8,4,4,4,4,0,4,0,4
B0825STA,29,556,Bagalkot,7,74,742,0000,"Wood Treaters, Cabinet Makers and Related Trades Workers",218,118,100,38,20,18,180,98,82
B0825STA,29,556,Bagalkot,7,74,742,7422,Cabinet Makers and Related Workers,2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,7,74,742,7424,"Basketry Weavers, Brush Makers and Related Workers",216,116,100,36,18,18,180,98,82
B0825STA,29,556,Bagalkot,7,74,743,0000,"Textile, Garment and Related Trades Workers",532,332,200,190,86,104,342,246,96
B0825STA,29,556,Bagalkot,7,74,743,7431,Fibre Preparers,2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,7,74,743,7432,"Weavers, Knitters and Related Workers",368,278,90,54,42,12,314,236,78
B0825STA,29,556,Bagalkot,7,74,743,7433,"Tailors, Dress Makers and Hatters",160,50,110,134,42,92,26,8,18
B0825STA,29,556,Bagalkot,7,74,743,7436,"Sewers, Embroiderers and Related Workers",2,2,0,0,0,0,2,2,0
B0825STA,29,556,Bagalkot,8,00,000,0000,Plant and Machine Operators and Assemblers,1396,1318,78,1070,1020,50,326,298,28
B0825STA,29,556,Bagalkot,8,81,000,0000,Stationary Plant and Related Operators,206,166,40,172,136,36,34,30,4
B0825STA,29,556,Bagalkot,8,81,811,0000,Mining and Mineral Processing Plant Operators,42,32,10,32,26,6,10,6,4
B0825STA,29,556,Bagalkot,8,81,811,8111,Mining Plant Operators,2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,8,81,811,8112,Mineral Ore and Stone Processing Plant Operators,40,30,10,30,24,6,10,6,4
B0825STA,29,556,Bagalkot,8,81,813,0000,"Glass, Ceramics and Related Plant Operators",82,64,18,76,58,18,6,6,0
B0825STA,29,556,Bagalkot,8,81,813,8131,Glass and Ceramics Kiln and Related Machine Operators,74,58,16,70,54,16,4,4,0
B0825STA,29,556,Bagalkot,8,81,813,8139,"Glass, Ceramics and Related Plant Operators, N.E.C.",8,6,2,6,4,2,2,2,0
B0825STA,29,556,Bagalkot,8,81,814,0000,Wood Processing and Paper Making Plant Operators,12,12,0,2,2,0,10,10,0
B0825STA,29,556,Bagalkot,8,81,814,8141,Wood Processing Plant Operators,12,12,0,2,2,0,10,10,0
B0825STA,29,556,Bagalkot,8,81,815,0000,Chemical- Processing- Plant Operators,24,12,12,24,12,12,0,0,0
B0825STA,29,556,Bagalkot,8,81,815,8151,"Crushing, Grinding and Chemical Mixing Machinery Operators",4,0,4,4,0,4,0,0,0
B0825STA,29,556,Bagalkot,8,81,815,8152,Chemical Heat Treating Plant Operators,16,8,8,16,8,8,0,0,0
B0825STA,29,556,Bagalkot,8,81,815,8155,Petroleum and Natural Gas Refining Plant Operators,4,4,0,4,4,0,0,0,0
B0825STA,29,556,Bagalkot,8,81,816,0000,Power Production and Related Plant Operators,46,46,0,38,38,0,8,8,0
B0825STA,29,556,Bagalkot,8,81,816,8161,Power Production Plant Operators,2,2,0,0,0,0,2,2,0
B0825STA,29,556,Bagalkot,8,81,816,8162,Steam- Engine and Boiler Operators,2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,8,81,816,8163,"Incinerator, Water- Treatment and Related Plant Operators",42,42,0,36,36,0,6,6,0
B0825STA,29,556,Bagalkot,8,82,000,0000,Machine Operators and Assemblers,186,154,32,116,108,8,70,46,24
B0825STA,29,556,Bagalkot,8,82,821,0000,Metal and Mineral Products Machine Operators,14,14,0,10,10,0,4,4,0
B0825STA,29,556,Bagalkot,8,82,821,8211,Machine Tool Operators,6,6,0,4,4,0,2,2,0
B0825STA,29,556,Bagalkot,8,82,821,8212,Cement and Other Mineral Products Machine Operators,8,8,0,6,6,0,2,2,0
B0825STA,29,556,Bagalkot,8,82,822,0000,Chemical Products Machine Operators,10,6,4,6,4,2,4,2,2
B0825STA,29,556,Bagalkot,8,82,822,8229,"Chemical- Products Machine Operators, N.E.C.",10,6,4,6,4,2,4,2,2
B0825STA,29,556,Bagalkot,8,82,823,0000,Rubber and Plastic Products Machine Operators,14,12,2,14,12,2,0,0,0
B0825STA,29,556,Bagalkot,8,82,823,8231,Rubber Products Machine Operators,14,12,2,14,12,2,0,0,0
B0825STA,29,556,Bagalkot,8,82,826,0000,"Textiles, Fur and Leather Products Machine Operators",50,28,22,6,4,2,44,24,20
B0825STA,29,556,Bagalkot,8,82,826,8261,"Fibre Preparing, Spinning and Winding Machine Operators",46,26,20,4,2,2,42,24,18
B0825STA,29,556,Bagalkot,8,82,826,8264,"Bleaching, Dyeing and Cleaning Machine Operators",4,2,2,2,2,0,2,0,2
B0825STA,29,556,Bagalkot,8,82,827,0000,Food and Related Products Machine Operators,78,74,4,64,62,2,14,12,2
B0825STA,29,556,Bagalkot,8,82,827,8273,Grain and Spice Milling Machine Operators,28,24,4,18,16,2,10,8,2
B0825STA,29,556,Bagalkot,8,82,827,8276,Sugar Production Machine Operators,48,48,0,44,44,0,4,4,0
B0825STA,29,556,Bagalkot,8,82,827,8278,"Brewers, Wine and Other Beverage Machine Operators",2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,8,82,828,0000,Assemblers,16,16,0,12,12,0,4,4,0
B0825STA,29,556,Bagalkot,8,82,828,8281,Mechanical Machinery Assemblers,4,4,0,2,2,0,2,2,0
B0825STA,29,556,Bagalkot,8,82,828,8282,Electrical Equipment Assemblers,12,12,0,10,10,0,2,2,0
B0825STA,29,556,Bagalkot,8,82,829,0000,Other Machine Operators and Assemblers,4,4,0,4,4,0,0,0,0
B0825STA,29,556,Bagalkot,8,82,829,8290,Other Machine Operators and Assemblers,4,4,0,4,4,0,0,0,0
B0825STA,29,556,Bagalkot,8,83,000,0000,Drivers and Mobile-plant Operators,1004,998,6,782,776,6,222,222,0
B0825STA,29,556,Bagalkot,8,83,832,0000,Motor Vehicle Drivers,702,700,2,510,508,2,192,192,0
B0825STA,29,556,Bagalkot,8,83,832,8321,Motor Cycle Drivers,210,208,2,144,142,2,66,66,0
B0825STA,29,556,Bagalkot,8,83,832,8322,"Car, Taxi and Van Drivers",194,194,0,132,132,0,62,62,0
B0825STA,29,556,Bagalkot,8,83,832,8323,Bus and Tram Drivers,118,118,0,90,90,0,28,28,0
B0825STA,29,556,Bagalkot,8,83,832,8324,Heavy Truck and Lorry Drivers,180,180,0,144,144,0,36,36,0
B0825STA,29,556,Bagalkot,8,83,833,0000,Agricultural and Other Mobile Plant Operators,302,298,4,272,268,4,30,30,0
B0825STA,29,556,Bagalkot,8,83,833,8331,Motorised Farm and Forestry Plant Operators,260,258,2,234,232,2,26,26,0
B0825STA,29,556,Bagalkot,8,83,833,8332,Earth Moving and Related Plant Operators,40,38,2,36,34,2,4,4,0
B0825STA,29,556,Bagalkot,8,83,833,8333,"Crane, Hoist and Related Plant Operators",2,2,0,2,2,0,0,0,0
B0825STA,29,556,Bagalkot,9,00,000,0000,Elementary Occupations,1984,1304,680,1126,758,368,858,546,312
B0825STA,29,556,Bagalkot,9,91,000,0000,Sales and Services Elementary Occupations,252,136,116,78,68,10,174,68,106
B0825STA,29,556,Bagalkot,9,91,911,0000,Street Vendors and Related Workers,26,14,12,14,10,4,12,4,8
B0825STA,29,556,Bagalkot,9,91,911,9111,Street Food Vendors,10,6,4,4,4,0,6,2,4
B0825STA,29,556,Bagalkot,9,91,911,9112,"Street Vendors, Non Food Products",12,4,8,8,4,4,4,0,4
B0825STA,29,556,Bagalkot,9,91,911,9113,Door to Door and Telephone Sales Persons,4,4,0,2,2,0,2,2,0
B0825STA,29,556,Bagalkot,9,91,913,0000,"Domestic and Related Helpers, Cleaners and Launderers",134,40,94,12,12,0,122,28,94
B0825STA,29,556,Bagalkot,9,91,913,9131,Domestic Helpers and Cleaners,88,2,86,2,2,0,86,0,86
B0825STA,29,556,Bagalkot,9,91,913,9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",46,38,8,10,10,0,36,28,8
B0825STA,29,556,Bagalkot,9,91,915,0000,"Messengers, Porters, Door Keepers and Related Workers",72,70,2,42,40,2,30,30,0
B0825STA,29,556,Bagalkot,9,91,915,9151,"Messengers, Package and Luggage Porters and Deliverers",4,4,0,4,4,0,0,0,0
B0825STA,29,556,Bagalkot,9,91,915,9152,"Door Keepers, Watchpersons and Related Workers",68,66,2,38,36,2,30,30,0
B0825STA,29,556,Bagalkot,9,91,916,0000,Garbage Collectors and Related Labourers,20,12,8,10,6,4,10,6,4
B0825STA,29,556,Bagalkot,9,91,916,9161,Garbage Collectors,4,2,2,0,0,0,4,2,2
B0825STA,29,556,Bagalkot,9,91,916,9162,Sweepers and Related Labourers,16,10,6,10,6,4,6,4,2
B0825STA,29,556,Bagalkot,9,92,000,0000,"Agricultural, Fishery and Related Labourers",706,352,354,564,298,266,142,54,88
B0825STA,29,556,Bagalkot,9,92,920,0000,"Agricultural, Fishery and Related Labourers",706,352,354,564,298,266,142,54,88
B0825STA,29,556,Bagalkot,9,92,920,9201,Farm Hands and Labourers,688,346,342,548,292,256,140,54,86
B0825STA,29,556,Bagalkot,9,92,920,9202,Forestry Labourers,18,6,12,16,6,10,2,0,2
B0825STA,29,556,Bagalkot,9,93,000,0000,"Labourers in Mining, Construction, Manufacturing and Transport",1026,816,210,484,392,92,542,424,118
B0825STA,29,556,Bagalkot,9,93,931,0000,Mining and Construction Labourers,726,540,186,382,294,88,344,246,98
B0825STA,29,556,Bagalkot,9,93,931,9311,Mining and Quarrying Labourers,18,12,6,18,12,6,0,0,0
B0825STA,29,556,Bagalkot,9,93,931,9312,"Construction and Maintenance Labourers, Roads, Dams and Similar Constructions",118,74,44,24,20,4,94,54,40
B0825STA,29,556,Bagalkot,9,93,931,9313,Building Construction Labourers,590,454,136,340,262,78,250,192,58
B0825STA,29,556,Bagalkot,9,93,932,0000,Manufacturing Labourers,62,54,8,42,42,0,20,12,8
B0825STA,29,556,Bagalkot,9,93,932,9322,Hand Packers and Other Manufacturing Labourers,62,54,8,42,42,0,20,12,8
B0825STA,29,556,Bagalkot,9,93,933,0000,Transport Labourers and Freight Handlers,238,222,16,60,56,4,178,166,12
B0825STA,29,556,Bagalkot,9,93,933,9331,Hand Pedal Vehicle Drivers,2,2,0,0,0,0,2,2,0
B0825STA,29,556,Bagalkot,9,93,933,9333,Freight Handlers,236,220,16,60,56,4,176,164,12
B0825STA,29,556,Bagalkot,X,00,000,0000,Workers not Classified by Occupations,1056,578,478,626,362,264,430,216,214
B0825STA,29,556,Bagalkot,X,X9,000,0000,Workers not Reporting any Occupations,1056,578,478,626,362,264,430,216,214
B0825STA,29,556,Bagalkot,X,X9,X92,0000,Workers Reporting Occupations Unidentifiable or Unclassifiable,378,258,120,210,144,66,168,114,54
B0825STA,29,556,Bagalkot,X,X9,X92,X921,Workers Reporting Occupations Unidentifiable or Inadequately Described,378,258,120,210,144,66,168,114,54
B0825STA,29,556,Bagalkot,X,X9,X99,0000,Workers not Reporting any Occupations,678,320,358,416,218,198,262,102,160
B0825STA,29,556,Bagalkot,X,X9,X99,X999,Workers not Reporting any Occupations,678,320,358,416,218,198,262,102,160
B0825STA,29,557,Bijapur,0,00,000,0000,Total,4700,3468,1232,2668,1922,746,2032,1546,486
B0825STA,29,557,Bijapur,1,00,000,0000,"Legislators, Senior Officials and Managers",94,90,4,46,44,2,48,46,2
B0825STA,29,557,Bijapur,1,11,000,0000,Legislators and Senior Officials,28,26,2,18,16,2,10,10,0
B0825STA,29,557,Bijapur,1,11,111,0000,Legislators,12,12,0,10,10,0,2,2,0
B0825STA,29,557,Bijapur,1,11,111,1112,"Elected Officials, State Government",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,1,11,111,1113,"Elected Officials, Local Bodies",10,10,0,8,8,0,2,2,0
B0825STA,29,557,Bijapur,1,11,112,0000,Administrative & Executive Officials,14,14,0,6,6,0,8,8,0
B0825STA,29,557,Bijapur,1,11,112,1122,"Administrative and Executive Officials, State Government",14,14,0,6,6,0,8,8,0
B0825STA,29,557,Bijapur,1,11,114,0000,Senior Officials of Special- Interest Organisations,2,0,2,2,0,2,0,0,0
B0825STA,29,557,Bijapur,1,11,114,1141,Senior Officials of Political Party Organisations,2,0,2,2,0,2,0,0,0
B0825STA,29,557,Bijapur,1,12,000,0000,Corporate Managers,66,64,2,28,28,0,38,36,2
B0825STA,29,557,Bijapur,1,12,121,0000,Directors and Chief Executives,32,30,2,12,12,0,20,18,2
B0825STA,29,557,Bijapur,1,12,121,1211,"Working Proprietors and Directors, Electricity, Gas, Water Supply",4,4,0,2,2,0,2,2,0
B0825STA,29,557,Bijapur,1,12,121,1212,"Directors, Financial Institutions",4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,1,12,121,1213,"Working Proprietors and Directors, Mining, Construction",10,8,2,2,2,0,8,6,2
B0825STA,29,557,Bijapur,1,12,121,1214,"Working Proprietors and Directors, Manufacturing, Wholesale & Retail Trade",8,8,0,2,2,0,6,6,0
B0825STA,29,557,Bijapur,1,12,121,1215,Working Proprietors and Directors and Related Executives in Transport and Communication,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,1,12,121,1217,"Working Proprietors and Directors, Lodging and Catering Services",4,4,0,4,4,0,0,0,0
B0825STA,29,557,Bijapur,1,12,122,0000,Production and Operations Department Managers,28,28,0,14,14,0,14,14,0
B0825STA,29,557,Bijapur,1,12,122,1222,Production and Operations Department Managers in Manufacturing,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,1,12,122,1226,"Production and Operations Department Managers in Transport, Storage and Communication",18,18,0,14,14,0,4,4,0
B0825STA,29,557,Bijapur,1,12,122,1227,Production and Operations Department Managers in Business Services,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,1,12,122,1229,"Production and Operations Department Managers, N.E.C.",4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,1,12,123,0000,Other Department Managers,6,6,0,2,2,0,4,4,0
B0825STA,29,557,Bijapur,1,12,123,1231,Finance and Administration Department Managers,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,1,12,123,1233,Sales and Marketing Managers,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,1,12,123,1239,"Other Department Managers, N.E.C.",2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,2,00,000,0000,Professionals,130,104,26,46,40,6,84,64,20
B0825STA,29,557,Bijapur,2,21,000,0000,"Physical, Mathematical and Engineering Science Professionals",22,20,2,8,8,0,14,12,2
B0825STA,29,557,Bijapur,2,21,213,0000,Computing Professionals,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,2,21,213,2132,Computer Programmers,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,2,21,214,0000,"Architects, Engineers and Related Professionals",18,16,2,8,8,0,10,8,2
B0825STA,29,557,Bijapur,2,21,214,2142,Civil Engineers,8,8,0,4,4,0,4,4,0
B0825STA,29,557,Bijapur,2,21,214,2143,Electrical Engineers,4,4,0,2,2,0,2,2,0
B0825STA,29,557,Bijapur,2,21,214,2148,Cartographers and Surveyors,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,21,214,2149,"Architects, Engineers and Related Professionals, N.E.C.",4,2,2,0,0,0,4,2,2
B0825STA,29,557,Bijapur,2,22,000,0000,Life Science and Health Professionals,20,16,4,6,4,2,14,12,2
B0825STA,29,557,Bijapur,2,22,222,0000,Health Professionals (except Nursing),20,16,4,6,4,2,14,12,2
B0825STA,29,557,Bijapur,2,22,222,2221,"Physicians and Surgeons, Allopathic",16,14,2,4,4,0,12,10,2
B0825STA,29,557,Bijapur,2,22,222,2229,"Health Professionals (except Nursing), N.E.C.",4,2,2,2,0,2,2,2,0
B0825STA,29,557,Bijapur,2,23,000,0000,Teaching Professionals,64,52,12,16,16,0,48,36,12
B0825STA,29,557,Bijapur,2,23,231,0000,"College, University and Higher Education Teaching Professionals",32,26,6,4,4,0,28,22,6
B0825STA,29,557,Bijapur,2,23,231,2310,"College, University and Higher Education Teaching Professionals",32,26,6,4,4,0,28,22,6
B0825STA,29,557,Bijapur,2,23,232,0000,Secondary Education Teaching Professionals,28,22,6,10,10,0,18,12,6
B0825STA,29,557,Bijapur,2,23,232,2320,Senior Secondary and Secondary School Teaching Professionals,28,22,6,10,10,0,18,12,6
B0825STA,29,557,Bijapur,2,23,233,0000,Other Teaching Professionals,4,4,0,2,2,0,2,2,0
B0825STA,29,557,Bijapur,2,23,233,2331,Education Methods Specialists,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,2,23,233,2339,"Teaching Professionals, N.E.C.",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,24,000,0000,Other Professionals,24,16,8,16,12,4,8,4,4
B0825STA,29,557,Bijapur,2,24,241,0000,Business Professionals,2,0,2,0,0,0,2,0,2
B0825STA,29,557,Bijapur,2,24,241,2411,Accountants,2,0,2,0,0,0,2,0,2
B0825STA,29,557,Bijapur,2,24,242,0000,Legal Professionals,10,8,2,6,6,0,4,2,2
B0825STA,29,557,Bijapur,2,24,242,2421,Lawyers,10,8,2,6,6,0,4,2,2
B0825STA,29,557,Bijapur,2,24,243,0000,"Archivists, Librarians and Related Information Professionals",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,24,243,2432,Librarians and Related Information Professionals,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,24,244,0000,Social Science and Related Professionals,4,0,4,4,0,4,0,0,0
B0825STA,29,557,Bijapur,2,24,244,2446,Social Work Professionals,4,0,4,4,0,4,0,0,0
B0825STA,29,557,Bijapur,2,24,245,0000,Writers and Creative or Performing Artists,4,4,0,4,4,0,0,0,0
B0825STA,29,557,Bijapur,2,24,245,2451,"Authors, Journalists and Other Writers",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,24,245,2452,"Sculptors, Painters and Related Artists",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,2,24,246,0000,Religious Professionals,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,2,24,246,2462,Non-ordained Religious Workers,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,00,000,0000,Technicians and Associate Professionals,372,264,108,208,156,52,164,108,56
B0825STA,29,557,Bijapur,3,31,000,0000,Physical and Engineering Science Associate Professionals,16,14,2,4,2,2,12,12,0
B0825STA,29,557,Bijapur,3,31,311,0000,Physical and Engineering Science Technicians,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,31,311,3119,"Physical and Engineering Science Technicians, N.E.C.",2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,31,313,0000,Optical and Electronic Equipment Operators,10,10,0,2,2,0,8,8,0
B0825STA,29,557,Bijapur,3,31,313,3131,Photographers and Image and Sound Recording Equipment Operators,10,10,0,2,2,0,8,8,0
B0825STA,29,557,Bijapur,3,31,315,0000,Safety and Quality Inspectors,4,2,2,2,0,2,2,2,0
B0825STA,29,557,Bijapur,3,31,315,3152,"Safety, Health and Quality Inspectors",4,2,2,2,0,2,2,2,0
B0825STA,29,557,Bijapur,3,32,000,0000,Life Science and Health Associate Professionals,26,2,24,20,0,20,6,2,4
B0825STA,29,557,Bijapur,3,32,322,0000,Modern Health Associate Professionals (except Nursing),4,2,2,2,0,2,2,2,0
B0825STA,29,557,Bijapur,3,32,322,3221,Medical Assistants,4,2,2,2,0,2,2,2,0
B0825STA,29,557,Bijapur,3,32,323,0000,Nursing and Midwifery Associate Professionals,22,0,22,18,0,18,4,0,4
B0825STA,29,557,Bijapur,3,32,323,3232,Midwifery Associate Professionals,22,0,22,18,0,18,4,0,4
B0825STA,29,557,Bijapur,3,33,000,0000,Teaching Associate Professionals,228,150,78,128,102,26,100,48,52
B0825STA,29,557,Bijapur,3,33,331,0000,Middle and Primary Education Teaching Associate Professionals,228,150,78,128,102,26,100,48,52
B0825STA,29,557,Bijapur,3,33,331,3311,Middle School Teaching Associate Professionals,14,12,2,12,10,2,2,2,0
B0825STA,29,557,Bijapur,3,33,331,3312,Primary School Education Teaching Associate Professionals,214,138,76,116,92,24,98,46,52
B0825STA,29,557,Bijapur,3,34,000,0000,Other Associate Professionals,102,98,4,56,52,4,46,46,0
B0825STA,29,557,Bijapur,3,34,341,0000,Finance and Sales Associate Professionals,68,66,2,42,40,2,26,26,0
B0825STA,29,557,Bijapur,3,34,341,3411,Securities and Finance Dealers and Brokers,20,20,0,8,8,0,12,12,0
B0825STA,29,557,Bijapur,3,34,341,3412,Insurance Representatives,18,18,0,8,8,0,10,10,0
B0825STA,29,557,Bijapur,3,34,341,3415,Technical and Commercial Sales Representatives,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,34,341,3416,Buyers,26,24,2,26,24,2,0,0,0
B0825STA,29,557,Bijapur,3,34,341,3419,"Finance and Sales Associate Professionals, N.E.C.",2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,34,342,0000,Business Services Agents and Trade Brokers,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,3,34,342,3423,Employment Agents and Labour Contractors,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,3,34,343,0000,Administrative Associate Professionals,8,8,0,2,2,0,6,6,0
B0825STA,29,557,Bijapur,3,34,343,3431,Administrative Secretaries and Related Associate Professionals,6,6,0,2,2,0,4,4,0
B0825STA,29,557,Bijapur,3,34,343,3432,Legal and Related Business Associate Professionals,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,3,34,344,0000,"Customs, Tax and Related Govt. Associate Professionals",10,10,0,6,6,0,4,4,0
B0825STA,29,557,Bijapur,3,34,344,3443,Government Social Benefits Officials,6,6,0,6,6,0,0,0,0
B0825STA,29,557,Bijapur,3,34,344,3449,"Customs, Tax and Related Govt. Associate Professionals, N.E.C.",4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,3,34,345,0000,Police Inspectors and Detectives,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,3,34,345,3450,Police Inspectors and Detectives,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,3,34,346,0000,Social Work Associate Professionals,2,0,2,2,0,2,0,0,0
B0825STA,29,557,Bijapur,3,34,346,3460,Social Work Associate Professionals,2,0,2,2,0,2,0,0,0
B0825STA,29,557,Bijapur,3,34,347,0000,"Artistic, Entertainment and Sports Associate Professionals",8,8,0,2,2,0,6,6,0
B0825STA,29,557,Bijapur,3,34,347,3471,Decorators and Commercial Designers,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,3,34,347,3473,"Street, Night-club and Related Musicians, Singers and Dancers",2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,3,34,347,3475,"Athletes, Sports Persons and Related Associate Professionals",2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,4,00,000,0000,Clerks,184,154,30,84,72,12,100,82,18
B0825STA,29,557,Bijapur,4,41,000,0000,Office Clerks,172,144,28,78,66,12,94,78,16
B0825STA,29,557,Bijapur,4,41,411,0000,Secretaries and Key Board- Operating Clerks,12,10,2,4,4,0,8,6,2
B0825STA,29,557,Bijapur,4,41,411,4111,Stenographers and Typists,6,6,0,0,0,0,6,6,0
B0825STA,29,557,Bijapur,4,41,411,4112,Word Processor and Related Operators,4,2,2,2,2,0,2,0,2
B0825STA,29,557,Bijapur,4,41,411,4115,Secretaries,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,4,41,412,0000,Numerical Clerks,18,14,4,6,6,0,12,8,4
B0825STA,29,557,Bijapur,4,41,412,4121,Accounting and Book Keeping Clerks,18,14,4,6,6,0,12,8,4
B0825STA,29,557,Bijapur,4,41,413,0000,Material Recording & Transport Clerks,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,4,41,413,4131,Stock Clerks,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,4,41,414,0000,"Library, Mail and Related Clerks",20,18,2,12,10,2,8,8,0
B0825STA,29,557,Bijapur,4,41,414,4142,Mail Carriers and Sorting Clerks,20,18,2,12,10,2,8,8,0
B0825STA,29,557,Bijapur,4,41,419,0000,Other Office Clerks,120,100,20,56,46,10,64,54,10
B0825STA,29,557,Bijapur,4,41,419,4190,Other Office Clerks,120,100,20,56,46,10,64,54,10
B0825STA,29,557,Bijapur,4,42,000,0000,Customer Services Clerks,12,10,2,6,6,0,6,4,2
B0825STA,29,557,Bijapur,4,42,421,0000,"Cashiers, Tellers and Related Clerks",8,6,2,2,2,0,6,4,2
B0825STA,29,557,Bijapur,4,42,421,4211,Cashiers and Ticket Clerks,6,4,2,0,0,0,6,4,2
B0825STA,29,557,Bijapur,4,42,421,4215,Debt Collectors and Related Workers,2,2,0,2,2,0,0,0,0
B0825STA,29,557,Bijapur,4,42,422,0000,Client Information Clerks,4,4,0,4,4,0,0,0,0
B0825STA,29,557,Bijapur,4,42,422,4222,Telephone Switch Board Operators,4,4,0,4,4,0,0,0,0
B0825STA,29,557,Bijapur,5,00,000,0000,Service Workers and Shop & Market Sales Workers,676,498,178,328,204,124,348,294,54
B0825STA,29,557,Bijapur,5,51,000,0000,Personal and Protective Service Workers,310,176,134,208,108,100,102,68,34
B0825STA,29,557,Bijapur,5,51,511,0000,"Travel Attendants, Guides and Related Workers",40,40,0,32,32,0,8,8,0
B0825STA,29,557,Bijapur,5,51,511,5112,Transport Conductors,40,40,0,32,32,0,8,8,0
B0825STA,29,557,Bijapur,5,51,512,0000,House Keeping and Restaurant Services Workers,138,42,96,106,32,74,32,10,22
B0825STA,29,557,Bijapur,5,51,512,5121,House Keepers and Related Workers,20,14,6,20,14,6,0,0,0
B0825STA,29,557,Bijapur,5,51,512,5122,Cooks,108,18,90,76,8,68,32,10,22
B0825STA,29,557,Bijapur,5,51,512,5123,Waiters and Bartenders,10,10,0,10,10,0,0,0,0
B0825STA,29,557,Bijapur,5,51,513,0000,Personal Care Workers,74,40,34,52,26,26,22,14,8
B0825STA,29,557,Bijapur,5,51,513,5131,Child Care Workers,22,2,20,22,2,20,0,0,0
B0825STA,29,557,Bijapur,5,51,513,5132,Institution Based Personal Care Workers,52,38,14,30,24,6,22,14,8
B0825STA,29,557,Bijapur,5,51,514,0000,Other Personal Services Workers,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,5,51,514,5141,"Hair Dressers, Barbers, Beauticians and Related Workers",2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,5,51,515,0000,"Astrologers, Fortune-tellers and Related Workers",4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,5,51,515,5151,Astrologers and Related Workers,4,4,0,0,0,0,4,4,0
B0825STA,29,557,Bijapur,5,51,516,0000,Protective Services Workers,52,48,4,18,18,0,34,30,4
B0825STA,29,557,Bijapur,5,51,516,5161,Fire Fighters,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,5,51,516,5162,Police Officers,48,44,4,18,18,0,30,26,4
B0825STA,29,557,Bijapur,5,51,516,5163,Prison Guards,2,2,0,0,0,0,2,2,0
B0825STA,29,557,Bijapur,5,52,000,0000,"Models, Sales Persons and Demonstrators",366,322,44,120,96,24,246,226,20
B0825STA,29,557,Bijapur,5,52,522,0000,Shop Salespersons and Demons Trators,314,284,30,100,82,18,214,202,12
