Table Name,State Code,District Code,State/District,Division,Sub-Division,Group,Family,NCO Name,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
B0825STA,29,000,Karnataka,0,00,000,0000,Total,563754,395216,168538,317632,214372,103260,246122,180844,65278
B0825STA,29,000,Karnataka,1,00,000,0000,"Legislators, Senior Officials and Managers",13936,12028,1908,5244,4308,936,8692,7720,972
B0825STA,29,000,Karnataka,1,11,000,0000,Legislators and Senior Officials,2746,2018,728,1582,1062,520,1164,956,208
B0825STA,29,000,Karnataka,1,11,111,0000,Legislators,1010,578,432,872,492,380,138,86,52
B0825STA,29,000,Karnataka,1,11,111,1111,"Elected Officials, Union Government",4,4,0,2,2,0,2,2,0
B0825STA,29,000,Karnataka,1,11,111,1112,"Elected Officials, State Government",66,44,22,48,30,18,18,14,4
B0825STA,29,000,Karnataka,1,11,111,1113,"Elected Officials, Local Bodies",932,524,408,818,458,360,114,66,48
B0825STA,29,000,Karnataka,1,11,111,1119,"Elected Officials, N.E.C.",8,6,2,4,2,2,4,4,0
B0825STA,29,000,Karnataka,1,11,112,0000,Administrative & Executive Officials,1348,1138,210,392,332,60,956,806,150
B0825STA,29,000,Karnataka,1,11,112,1121,"Administrative and Executive Officials, Union Government",144,126,18,24,20,4,120,106,14
B0825STA,29,000,Karnataka,1,11,112,1122,"Administrative and Executive Officials, State Government",1152,970,182,344,292,52,808,678,130
B0825STA,29,000,Karnataka,1,11,112,1123,"Administrative and Executive Officials, Quasi Government",4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,1,11,112,1124,"Administrative and Executive Officials, Local Bodies",32,24,8,20,16,4,12,8,4
B0825STA,29,000,Karnataka,1,11,112,1129,"Administrative and Executive Officials, Government and Local Bodies, N.E.C.",16,14,2,4,4,0,12,10,2
B0825STA,29,000,Karnataka,1,11,114,0000,Senior Officials of Special- Interest Organisations,388,302,86,318,238,80,70,64,6
B0825STA,29,000,Karnataka,1,11,114,1141,Senior Officials of Political Party Organisations,384,298,86,318,238,80,66,60,6
B0825STA,29,000,Karnataka,1,11,114,1142,"Senior Officials of Employers, Workers and Other Economic Interest Organisations",4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,1,12,000,0000,Corporate Managers,11074,9910,1164,3624,3216,408,7450,6694,756
B0825STA,29,000,Karnataka,1,12,121,0000,Directors and Chief Executives,6352,5712,640,2478,2172,306,3874,3540,334
B0825STA,29,000,Karnataka,1,12,121,1211,"Working Proprietors and Directors, Electricity, Gas, Water Supply",130,126,4,56,54,2,74,72,2
B0825STA,29,000,Karnataka,1,12,121,1212,"Directors, Financial Institutions",28,18,10,6,2,4,22,16,6
B0825STA,29,000,Karnataka,1,12,121,1213,"Working Proprietors and Directors, Mining, Construction",1866,1828,38,684,672,12,1182,1156,26
B0825STA,29,000,Karnataka,1,12,121,1214,"Working Proprietors and Directors, Manufacturing, Wholesale & Retail Trade",2836,2396,440,1148,924,224,1688,1472,216
B0825STA,29,000,Karnataka,1,12,121,1215,Working Proprietors and Directors and Related Executives in Transport and Communication,356,350,6,180,178,2,176,172,4
B0825STA,29,000,Karnataka,1,12,121,1216,"Working Proprietors and Directors, Storage and Warehousing",6,6,0,2,2,0,4,4,0
B0825STA,29,000,Karnataka,1,12,121,1217,"Working Proprietors and Directors, Lodging and Catering Services",548,450,98,278,226,52,270,224,46
B0825STA,29,000,Karnataka,1,12,121,1218,"Working Proprietors and Directors, Recreation and Entertainment",24,24,0,10,10,0,14,14,0
B0825STA,29,000,Karnataka,1,12,121,1219,"Working Proprietors and Directors, Other Services, N.E.C.",558,514,44,114,104,10,444,410,34
B0825STA,29,000,Karnataka,1,12,122,0000,Production and Operations Department Managers,3366,3002,364,956,868,88,2410,2134,276
B0825STA,29,000,Karnataka,1,12,122,1221,"Production and Operations Department Managers in Agriculture, Hunting, Forestry & Fishing",346,294,52,212,166,46,134,128,6
B0825STA,29,000,Karnataka,1,12,122,1222,Production and Operations Department Managers in Manufacturing,722,670,52,122,120,2,600,550,50
B0825STA,29,000,Karnataka,1,12,122,1223,Production and Operations Department Managers in Construction,26,24,2,14,14,0,12,10,2
B0825STA,29,000,Karnataka,1,12,122,1224,Production and Operations Department Managers in Wholesale and Retail Trade,118,112,6,34,32,2,84,80,4
B0825STA,29,000,Karnataka,1,12,122,1225,Production and Operations Department Managers in Restaurants and Hotels,142,138,4,42,40,2,100,98,2
B0825STA,29,000,Karnataka,1,12,122,1226,"Production and Operations Department Managers in Transport, Storage and Communication",698,640,58,298,286,12,400,354,46
B0825STA,29,000,Karnataka,1,12,122,1227,Production and Operations Department Managers in Business Services,1066,938,128,140,134,6,926,804,122
B0825STA,29,000,Karnataka,1,12,122,1228,"Production and Operations Department Managers in Personal Care, Cleaning and Related Services",34,20,14,14,10,4,20,10,10
B0825STA,29,000,Karnataka,1,12,122,1229,"Production and Operations Department Managers, N.E.C.",214,166,48,80,66,14,134,100,34
B0825STA,29,000,Karnataka,1,12,123,0000,Other Department Managers,1356,1196,160,190,176,14,1166,1020,146
B0825STA,29,000,Karnataka,1,12,123,1231,Finance and Administration Department Managers,70,64,6,14,14,0,56,50,6
B0825STA,29,000,Karnataka,1,12,123,1232,Personnel and Industrial Relations Managers,10,10,0,4,4,0,6,6,0
B0825STA,29,000,Karnataka,1,12,123,1233,Sales and Marketing Managers,544,498,46,52,52,0,492,446,46
B0825STA,29,000,Karnataka,1,12,123,1234,Advertising and Public Relations Department Managers,8,8,0,0,0,0,8,8,0
B0825STA,29,000,Karnataka,1,12,123,1235,Supply and Distribution Department Managers,2,2,0,0,0,0,2,2,0
B0825STA,29,000,Karnataka,1,12,123,1236,"Manager, Computing Services",8,8,0,4,4,0,4,4,0
B0825STA,29,000,Karnataka,1,12,123,1237,"Manager, Research and Development",22,10,12,6,4,2,16,6,10
B0825STA,29,000,Karnataka,1,12,123,1239,"Other Department Managers, N.E.C.",692,596,96,110,98,12,582,498,84
B0825STA,29,000,Karnataka,1,13,000,0000,General Managers,116,100,16,38,30,8,78,70,8
B0825STA,29,000,Karnataka,1,13,130,0000,General Managers,116,100,16,38,30,8,78,70,8
B0825STA,29,000,Karnataka,1,13,130,1301,"General Managers, Forestry and Fishing",32,24,8,26,18,8,6,6,0
B0825STA,29,000,Karnataka,1,13,130,1302,General Managers in Manufacturing,26,26,0,4,4,0,22,22,0
B0825STA,29,000,Karnataka,1,13,130,1304,General Managers in Wholesale and Retail Trade,4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,1,13,130,1306,"General Managers in Transport, Storage and Communications",10,10,0,0,0,0,10,10,0
B0825STA,29,000,Karnataka,1,13,130,1307,General Managers of Business Services,24,22,2,8,8,0,16,14,2
B0825STA,29,000,Karnataka,1,13,130,1308,"General Managers in Personal Care, Cleaning and Related Services",4,0,4,0,0,0,4,0,4
B0825STA,29,000,Karnataka,1,13,130,1309,"General Managers, N.E.C.",16,14,2,0,0,0,16,14,2
B0825STA,29,000,Karnataka,2,00,000,0000,Professionals,17614,13476,4138,5924,4540,1384,11690,8936,2754
B0825STA,29,000,Karnataka,2,21,000,0000,"Physical, Mathematical and Engineering Science Professionals",5246,4410,836,708,638,70,4538,3772,766
B0825STA,29,000,Karnataka,2,21,211,0000,"Physicists, Chemists and Related Professionals",198,172,26,38,38,0,160,134,26
B0825STA,29,000,Karnataka,2,21,211,2111,Physicists and Astronomers,18,16,2,12,12,0,6,4,2
B0825STA,29,000,Karnataka,2,21,211,2113,Chemists,48,42,6,22,22,0,26,20,6
B0825STA,29,000,Karnataka,2,21,211,2114,Geologists and Geophysicists,4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,2,21,211,2119,"Physical Scientists, N.E.C.",128,110,18,4,4,0,124,106,18
B0825STA,29,000,Karnataka,2,21,212,0000,"Mathematicians, Statisticians and Related Professionals",4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,2,21,212,2122,Statisticians,4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,2,21,213,0000,Computing Professionals,2180,1676,504,192,146,46,1988,1530,458
B0825STA,29,000,Karnataka,2,21,213,2131,Computer Systems Designers and Analysts,32,22,10,0,0,0,32,22,10
B0825STA,29,000,Karnataka,2,21,213,2132,Computer Programmers,1778,1390,388,82,80,2,1696,1310,386
B0825STA,29,000,Karnataka,2,21,213,2139,"Computer Professionals, N.E.C.",370,264,106,110,66,44,260,198,62
B0825STA,29,000,Karnataka,2,21,214,0000,"Architects, Engineers and Related Professionals",2864,2558,306,478,454,24,2386,2104,282
B0825STA,29,000,Karnataka,2,21,214,2141,"Architects, Town and Traffic Planners",40,28,12,0,0,0,40,28,12
B0825STA,29,000,Karnataka,2,21,214,2142,Civil Engineers,536,502,34,76,74,2,460,428,32
B0825STA,29,000,Karnataka,2,21,214,2143,Electrical Engineers,336,296,40,70,64,6,266,232,34
B0825STA,29,000,Karnataka,2,21,214,2144,Electronics and Telecommunication Engineers,170,142,28,22,20,2,148,122,26
B0825STA,29,000,Karnataka,2,21,214,2145,Mechanical Engineers,274,254,20,44,40,4,230,214,16
B0825STA,29,000,Karnataka,2,21,214,2146,Chemical Engineers,30,28,2,2,2,0,28,26,2
B0825STA,29,000,Karnataka,2,21,214,2147,"Mining Engineers, Metallurgists and Related Professionals",48,46,2,10,8,2,38,38,0
B0825STA,29,000,Karnataka,2,21,214,2148,Cartographers and Surveyors,120,112,8,52,50,2,68,62,6
B0825STA,29,000,Karnataka,2,21,214,2149,"Architects, Engineers and Related Professionals, N.E.C.",1310,1150,160,202,196,6,1108,954,154
B0825STA,29,000,Karnataka,2,22,000,0000,Life Science and Health Professionals,1870,1332,538,688,538,150,1182,794,388
B0825STA,29,000,Karnataka,2,22,221,0000,Life Science Professionals,42,32,10,16,10,6,26,22,4
B0825STA,29,000,Karnataka,2,22,221,2211,"Biologists, Botanists, Zoologists and Related Professionals",14,8,6,10,4,6,4,4,0
B0825STA,29,000,Karnataka,2,22,221,2212,"Pharmacologists, Pathologists and Related Professionals",18,16,2,6,6,0,12,10,2
B0825STA,29,000,Karnataka,2,22,221,2213,Agronomists and Related Professionals,10,8,2,0,0,0,10,8,2
B0825STA,29,000,Karnataka,2,22,222,0000,Health Professionals (except Nursing),1814,1296,518,666,526,140,1148,770,378
B0825STA,29,000,Karnataka,2,22,222,2221,"Physicians and Surgeons, Allopathic",1106,786,320,334,284,50,772,502,270
B0825STA,29,000,Karnataka,2,22,222,2222,"Physicians and Surgeons, Ayurvedic",68,52,16,28,22,6,40,30,10
B0825STA,29,000,Karnataka,2,22,222,2223,"Physicians and Surgeons, Homeopathic",8,4,4,4,2,2,4,2,2
B0825STA,29,000,Karnataka,2,22,222,2224,"Physicians and Surgeons, Unani",6,6,0,2,2,0,4,4,0
B0825STA,29,000,Karnataka,2,22,222,2225,Dental Specialists,84,40,44,4,4,0,80,36,44
B0825STA,29,000,Karnataka,2,22,222,2226,Veterinarians,256,230,26,148,134,14,108,96,12
B0825STA,29,000,Karnataka,2,22,222,2229,"Health Professionals (except Nursing), N.E.C.",286,178,108,146,78,68,140,100,40
B0825STA,29,000,Karnataka,2,22,223,0000,Nursing Professionals,14,4,10,6,2,4,8,2,6
B0825STA,29,000,Karnataka,2,22,223,2230,Nursing Professionals,14,4,10,6,2,4,8,2,6
B0825STA,29,000,Karnataka,2,23,000,0000,Teaching Professionals,4810,3498,1312,1978,1566,412,2832,1932,900
B0825STA,29,000,Karnataka,2,23,231,0000,"College, University and Higher Education Teaching Professionals",2476,1858,618,762,622,140,1714,1236,478
B0825STA,29,000,Karnataka,2,23,231,2310,"College, University and Higher Education Teaching Professionals",2476,1858,618,762,622,140,1714,1236,478
B0825STA,29,000,Karnataka,2,23,232,0000,Secondary Education Teaching Professionals,1864,1318,546,974,776,198,890,542,348
B0825STA,29,000,Karnataka,2,23,232,2320,Senior Secondary and Secondary School Teaching Professionals,1864,1318,546,974,776,198,890,542,348
B0825STA,29,000,Karnataka,2,23,233,0000,Other Teaching Professionals,470,322,148,242,168,74,228,154,74
B0825STA,29,000,Karnataka,2,23,233,2331,Education Methods Specialists,64,48,16,20,14,6,44,34,10
B0825STA,29,000,Karnataka,2,23,233,2332,School Inspectors,2,2,0,0,0,0,2,2,0
B0825STA,29,000,Karnataka,2,23,233,2339,"Teaching Professionals, N.E.C.",404,272,132,222,154,68,182,118,64
B0825STA,29,000,Karnataka,2,24,000,0000,Other Professionals,5688,4236,1452,2550,1798,752,3138,2438,700
B0825STA,29,000,Karnataka,2,24,241,0000,Business Professionals,1872,1430,442,384,324,60,1488,1106,382
B0825STA,29,000,Karnataka,2,24,241,2411,Accountants,1546,1204,342,338,288,50,1208,916,292
B0825STA,29,000,Karnataka,2,24,241,2412,Personnel and Careers Professionals,206,122,84,26,18,8,180,104,76
B0825STA,29,000,Karnataka,2,24,241,2419,"Business Professionals, N.E.C.",120,104,16,20,18,2,100,86,14
B0825STA,29,000,Karnataka,2,24,242,0000,Legal Professionals,1242,1084,158,500,450,50,742,634,108
B0825STA,29,000,Karnataka,2,24,242,2421,Lawyers,1154,1010,144,478,430,48,676,580,96
B0825STA,29,000,Karnataka,2,24,242,2422,Judges and Magistrates,40,32,8,4,4,0,36,28,8
B0825STA,29,000,Karnataka,2,24,242,2429,"Legal Professionals, N.E.C.",48,42,6,18,16,2,30,26,4
B0825STA,29,000,Karnataka,2,24,243,0000,"Archivists, Librarians and Related Information Professionals",376,272,104,244,180,64,132,92,40
B0825STA,29,000,Karnataka,2,24,243,2431,Archivists and Curators,4,4,0,4,4,0,0,0,0
B0825STA,29,000,Karnataka,2,24,243,2432,Librarians and Related Information Professionals,372,268,104,240,176,64,132,92,40
B0825STA,29,000,Karnataka,2,24,244,0000,Social Science and Related Professionals,832,284,548,644,172,472,188,112,76
B0825STA,29,000,Karnataka,2,24,244,2442,"Sociologists, Anthropologists and Related Professionals",4,4,0,2,2,0,2,2,0
B0825STA,29,000,Karnataka,2,24,244,2445,Psychologists,10,4,6,0,0,0,10,4,6
B0825STA,29,000,Karnataka,2,24,244,2446,Social Work Professionals,818,276,542,642,170,472,176,106,70
B0825STA,29,000,Karnataka,2,24,245,0000,Writers and Creative or Performing Artists,706,632,74,310,286,24,396,346,50
B0825STA,29,000,Karnataka,2,24,245,2451,"Authors, Journalists and Other Writers",178,166,12,46,44,2,132,122,10
B0825STA,29,000,Karnataka,2,24,245,2452,"Sculptors, Painters and Related Artists",318,300,18,194,188,6,124,112,12
B0825STA,29,000,Karnataka,2,24,245,2453,"Composers, Musicians and Singers",58,54,4,16,14,2,42,40,2
B0825STA,29,000,Karnataka,2,24,245,2454,Choreographers and Dancers,8,6,2,4,4,0,4,2,2
B0825STA,29,000,Karnataka,2,24,245,2455,"Film, Stage and Related Actors and Directors",144,106,38,50,36,14,94,70,24
B0825STA,29,000,Karnataka,2,24,246,0000,Religious Professionals,660,534,126,468,386,82,192,148,44
B0825STA,29,000,Karnataka,2,24,246,2461,Ordained Religious Workers,212,182,30,152,130,22,60,52,8
B0825STA,29,000,Karnataka,2,24,246,2462,Non-ordained Religious Workers,448,352,96,316,256,60,132,96,36
B0825STA,29,000,Karnataka,3,00,000,0000,Technicians and Associate Professionals,31714,18448,13266,16596,8792,7804,15118,9656,5462
B0825STA,29,000,Karnataka,3,31,000,0000,Physical and Engineering Science Associate Professionals,2074,1888,186,678,640,38,1396,1248,148
B0825STA,29,000,Karnataka,3,31,311,0000,Physical and Engineering Science Technicians,842,758,84,166,156,10,676,602,74
B0825STA,29,000,Karnataka,3,31,311,3111,Chemical and Physical Science Technicians,30,22,8,12,8,4,18,14,4
B0825STA,29,000,Karnataka,3,31,311,3112,Civil Engineering Technicians,6,4,2,4,2,2,2,2,0
B0825STA,29,000,Karnataka,3,31,311,3113,Electrical Engineering Technicians,110,100,10,28,26,2,82,74,8
B0825STA,29,000,Karnataka,3,31,311,3114,Electronics and Telecommunications Engineering Technicians,168,154,14,42,42,0,126,112,14
B0825STA,29,000,Karnataka,3,31,311,3115,Mechanical Engineering Technicians,88,80,8,10,10,0,78,70,8
B0825STA,29,000,Karnataka,3,31,311,3116,Chemical Engineering Technicians,4,2,2,0,0,0,4,2,2
B0825STA,29,000,Karnataka,3,31,311,3117,Mining and Metallurgical Technicians,12,12,0,0,0,0,12,12,0
B0825STA,29,000,Karnataka,3,31,311,3118,Draughtpersons,6,6,0,0,0,0,6,6,0
B0825STA,29,000,Karnataka,3,31,311,3119,"Physical and Engineering Science Technicians, N.E.C.",418,378,40,70,68,2,348,310,38
B0825STA,29,000,Karnataka,3,31,312,0000,Computer Associate Professionals,116,92,24,22,22,0,94,70,24
B0825STA,29,000,Karnataka,3,31,312,3121,Computer Assistants,110,88,22,20,20,0,90,68,22
B0825STA,29,000,Karnataka,3,31,312,3122,Computer Equipment Operators,6,4,2,2,2,0,4,2,2
B0825STA,29,000,Karnataka,3,31,313,0000,Optical and Electronic Equipment Operators,1006,960,46,458,440,18,548,520,28
B0825STA,29,000,Karnataka,3,31,313,3131,Photographers and Image and Sound Recording Equipment Operators,860,830,30,428,412,16,432,418,14
B0825STA,29,000,Karnataka,3,31,313,3132,Broadcasting and Telecommunication Equipment Operators,108,102,6,24,24,0,84,78,6
B0825STA,29,000,Karnataka,3,31,313,3133,Medical Equipment Operators,36,26,10,6,4,2,30,22,8
B0825STA,29,000,Karnataka,3,31,313,3139,"Other Optical and Electronic Equipment Operators, N.E.C.",2,2,0,0,0,0,2,2,0
B0825STA,29,000,Karnataka,3,31,314,0000,Ship and Aircraft Controllers and Technicians,32,28,4,6,6,0,26,22,4
B0825STA,29,000,Karnataka,3,31,314,3141,Ship’s Engineers,10,10,0,2,2,0,8,8,0
B0825STA,29,000,Karnataka,3,31,314,3142,Ship’s Deck Officers and Pilots,6,6,0,0,0,0,6,6,0
B0825STA,29,000,Karnataka,3,31,314,3143,Aircraft Pilots and Related Associate Professionals,10,6,4,0,0,0,10,6,4
B0825STA,29,000,Karnataka,3,31,314,3144,Air Traffic Controller,6,6,0,4,4,0,2,2,0
B0825STA,29,000,Karnataka,3,31,315,0000,Safety and Quality Inspectors,78,50,28,26,16,10,52,34,18
B0825STA,29,000,Karnataka,3,31,315,3151,Fire Inspectors,20,18,2,0,0,0,20,18,2
B0825STA,29,000,Karnataka,3,31,315,3152,"Safety, Health and Quality Inspectors",58,32,26,26,16,10,32,16,16
B0825STA,29,000,Karnataka,3,32,000,0000,Life Science and Health Associate Professionals,7704,1112,6592,5680,530,5150,2024,582,1442
B0825STA,29,000,Karnataka,3,32,321,0000,Life Science Technicians and Related Health Associate Professionals,32,28,4,10,8,2,22,20,2
B0825STA,29,000,Karnataka,3,32,321,3211,Life Science Technicians,24,20,4,8,6,2,16,14,2
B0825STA,29,000,Karnataka,3,32,321,3212,Agronomy and Forestry Technicians,2,2,0,0,0,0,2,2,0
B0825STA,29,000,Karnataka,3,32,321,3213,Farming and Forestry Advisers,2,2,0,2,2,0,0,0,0
B0825STA,29,000,Karnataka,3,32,321,3214,Environment Science and Protection Technicians,4,4,0,0,0,0,4,4,0
B0825STA,29,000,Karnataka,3,32,322,0000,Modern Health Associate Professionals (except Nursing),964,718,246,456,326,130,508,392,116
B0825STA,29,000,Karnataka,3,32,322,3221,Medical Assistants,490,338,152,222,134,88,268,204,64
B0825STA,29,000,Karnataka,3,32,322,3222,Sanitarians,68,46,22,42,22,20,26,24,2
B0825STA,29,000,Karnataka,3,32,322,3223,Dieticians and Nutritionists,6,4,2,6,4,2,0,0,0
B0825STA,29,000,Karnataka,3,32,322,3224,Optometrists and Opticians,16,10,6,2,2,0,14,8,6
B0825STA,29,000,Karnataka,3,32,322,3225,Dental Assistants,22,18,4,6,6,0,16,12,4
B0825STA,29,000,Karnataka,3,32,322,3226,Physiotherapists and Related Associate Professionals,32,20,12,26,18,8,6,2,4
B0825STA,29,000,Karnataka,3,32,322,3227,Veterinary Assistants,66,66,0,38,38,0,28,28,0
B0825STA,29,000,Karnataka,3,32,322,3228,Pharmaceutical Assistants,238,198,40,108,98,10,130,100,30
B0825STA,29,000,Karnataka,3,32,322,3229,Modern Health Associate Professionals (except Nursing),26,18,8,6,4,2,20,14,6
B0825STA,29,000,Karnataka,3,32,323,0000,Nursing and Midwifery Associate Professionals,6706,366,6340,5212,196,5016,1494,170,1324
B0825STA,29,000,Karnataka,3,32,323,3231,Nursing Associate Professionals,1902,290,1612,944,132,812,958,158,800
B0825STA,29,000,Karnataka,3,32,323,3232,Midwifery Associate Professionals,4804,76,4728,4268,64,4204,536,12,524
B0825STA,29,000,Karnataka,3,32,324,0000,Traditional Medicine Practitioners and Faith Healers,2,0,2,2,0,2,0,0,0
B0825STA,29,000,Karnataka,3,32,324,3241,Traditional Medicine Practitioners,2,0,2,2,0,2,0,0,0
B0825STA,29,000,Karnataka,3,33,000,0000,Teaching Associate Professionals,13018,7532,5486,7068,4808,2260,5950,2724,3226
B0825STA,29,000,Karnataka,3,33,331,0000,Middle and Primary Education Teaching Associate Professionals,12804,7446,5358,6960,4762,2198,5844,2684,3160
B0825STA,29,000,Karnataka,3,33,331,3311,Middle School Teaching Associate Professionals,738,416,322,374,248,126,364,168,196
B0825STA,29,000,Karnataka,3,33,331,3312,Primary School Education Teaching Associate Professionals,12066,7030,5036,6586,4514,2072,5480,2516,2964
B0825STA,29,000,Karnataka,3,33,332,0000,Pre-primary Education Teaching Associate Professionals,50,6,44,18,4,14,32,2,30
B0825STA,29,000,Karnataka,3,33,332,3320,Pre-primary Education Teaching Associate Professionals,50,6,44,18,4,14,32,2,30
B0825STA,29,000,Karnataka,3,33,333,0000,Special Education Teaching Associate Professionals,48,16,32,24,6,18,24,10,14
B0825STA,29,000,Karnataka,3,33,333,3330,Special Education Teaching Associate Professionals,48,16,32,24,6,18,24,10,14
B0825STA,29,000,Karnataka,3,33,334,0000,Other Teaching Associate Professionals,116,64,52,66,36,30,50,28,22
B0825STA,29,000,Karnataka,3,33,334,3340,Other Teaching Associate Professionals,116,64,52,66,36,30,50,28,22
B0825STA,29,000,Karnataka,3,34,000,0000,Other Associate Professionals,8918,7916,1002,3170,2814,356,5748,5102,646
B0825STA,29,000,Karnataka,3,34,341,0000,Finance and Sales Associate Professionals,3050,2770,280,914,838,76,2136,1932,204
B0825STA,29,000,Karnataka,3,34,341,3411,Securities and Finance Dealers and Brokers,1066,1016,50,308,294,14,758,722,36
B0825STA,29,000,Karnataka,3,34,341,3412,Insurance Representatives,808,720,88,366,346,20,442,374,68
B0825STA,29,000,Karnataka,3,34,341,3413,Estate Agents,482,462,20,48,42,6,434,420,14
B0825STA,29,000,Karnataka,3,34,341,3414,Travel Consultants & Organisers,10,10,0,0,0,0,10,10,0
B0825STA,29,000,Karnataka,3,34,341,3415,Technical and Commercial Sales Representatives,348,294,54,72,62,10,276,232,44
B0825STA,29,000,Karnataka,3,34,341,3416,Buyers,250,192,58,100,76,24,150,116,34
B0825STA,29,000,Karnataka,3,34,341,3417,"Appraisers, Valuers and Auctioneers",10,10,0,4,4,0,6,6,0
B0825STA,29,000,Karnataka,3,34,341,3419,"Finance and Sales Associate Professionals, N.E.C.",76,66,10,16,14,2,60,52,8
B0825STA,29,000,Karnataka,3,34,342,0000,Business Services Agents and Trade Brokers,94,72,22,24,24,0,70,48,22
B0825STA,29,000,Karnataka,3,34,342,3421,Trade Brokers,2,2,0,2,2,0,0,0,0
B0825STA,29,000,Karnataka,3,34,342,3423,Employment Agents and Labour Contractors,34,32,2,10,10,0,24,22,2
B0825STA,29,000,Karnataka,3,34,342,3429,"Business Services Agents and Trade Brokers, N.E.C.",58,38,20,12,12,0,46,26,20
B0825STA,29,000,Karnataka,3,34,343,0000,Administrative Associate Professionals,2862,2512,350,808,720,88,2054,1792,262
B0825STA,29,000,Karnataka,3,34,343,3431,Administrative Secretaries and Related Associate Professionals,2636,2326,310,762,678,84,1874,1648,226
B0825STA,29,000,Karnataka,3,34,343,3432,Legal and Related Business Associate Professionals,140,128,12,32,30,2,108,98,10
B0825STA,29,000,Karnataka,3,34,343,3433,"Statistical, Mathematical and Related Associate",8,8,0,2,2,0,6,6,0
B0825STA,29,000,Karnataka,3,34,343,3439,"Administrative Associate Professionals, N.E.C.",78,50,28,12,10,2,66,40,26
B0825STA,29,000,Karnataka,3,34,344,0000,"Customs, Tax and Related Govt. Associate Professionals",1006,906,100,742,662,80,264,244,20
B0825STA,29,000,Karnataka,3,34,344,3441,Customs and Border Inspectors,14,14,0,0,0,0,14,14,0
B0825STA,29,000,Karnataka,3,34,344,3442,Govt. Tax and Excise Officials,34,32,2,6,4,2,28,28,0
B0825STA,29,000,Karnataka,3,34,344,3443,Government Social Benefits Officials,810,724,86,698,622,76,112,102,10
B0825STA,29,000,Karnataka,3,34,344,3449,"Customs, Tax and Related Govt. Associate Professionals, N.E.C.",148,136,12,38,36,2,110,100,10
B0825STA,29,000,Karnataka,3,34,345,0000,Police Inspectors and Detectives,368,352,16,66,64,2,302,288,14
B0825STA,29,000,Karnataka,3,34,345,3450,Police Inspectors and Detectives,368,352,16,66,64,2,302,288,14
B0825STA,29,000,Karnataka,3,34,346,0000,Social Work Associate Professionals,300,188,112,182,110,72,118,78,40
B0825STA,29,000,Karnataka,3,34,346,3460,Social Work Associate Professionals,300,188,112,182,110,72,118,78,40
B0825STA,29,000,Karnataka,3,34,347,0000,"Artistic, Entertainment and Sports Associate Professionals",1216,1098,118,416,382,34,800,716,84
B0825STA,29,000,Karnataka,3,34,347,3471,Decorators and Commercial Designers,668,628,40,158,156,2,510,472,38
B0825STA,29,000,Karnataka,3,34,347,3472,"Radio, Television and Other Announcers",12,8,4,2,2,0,10,6,4
B0825STA,29,000,Karnataka,3,34,347,3473,"Street, Night-club and Related Musicians, Singers and Dancers",28,24,4,12,12,0,16,12,4
B0825STA,29,000,Karnataka,3,34,347,3474,"Clowns, Magicians, Acrobats and Related Associate Professionals",44,32,12,32,20,12,12,12,0
B0825STA,29,000,Karnataka,3,34,347,3475,"Athletes, Sports Persons and Related Associate Professionals",464,406,58,212,192,20,252,214,38
B0825STA,29,000,Karnataka,3,34,348,0000,Religious Associate Professionals,22,18,4,18,14,4,4,4,0
B0825STA,29,000,Karnataka,3,34,348,3480,Religious Associate Professionals,22,18,4,18,14,4,4,4,0
B0825STA,29,000,Karnataka,4,00,000,0000,Clerks,17116,13666,3450,6866,5896,970,10250,7770,2480
B0825STA,29,000,Karnataka,4,41,000,0000,Office Clerks,15490,12288,3202,6068,5164,904,9422,7124,2298
B0825STA,29,000,Karnataka,4,41,411,0000,Secretaries and Key Board- Operating Clerks,2526,1634,892,974,712,262,1552,922,630
B0825STA,29,000,Karnataka,4,41,411,4111,Stenographers and Typists,458,202,256,80,36,44,378,166,212
B0825STA,29,000,Karnataka,4,41,411,4112,Word Processor and Related Operators,1140,710,430,392,274,118,748,436,312
B0825STA,29,000,Karnataka,4,41,411,4113,Data Entry Operators,214,142,72,66,48,18,148,94,54
B0825STA,29,000,Karnataka,4,41,411,4114,Calculating Machine Operators,106,78,28,50,38,12,56,40,16
B0825STA,29,000,Karnataka,4,41,411,4115,Secretaries,608,502,106,386,316,70,222,186,36
B0825STA,29,000,Karnataka,4,41,412,0000,Numerical Clerks,1910,1496,414,774,628,146,1136,868,268
B0825STA,29,000,Karnataka,4,41,412,4121,Accounting and Book Keeping Clerks,1910,1496,414,774,628,146,1136,868,268
B0825STA,29,000,Karnataka,4,41,413,0000,Material Recording & Transport Clerks,270,248,22,82,76,6,188,172,16
B0825STA,29,000,Karnataka,4,41,413,4131,Stock Clerks,206,188,18,64,58,6,142,130,12
B0825STA,29,000,Karnataka,4,41,413,4132,Production Clerks,8,8,0,6,6,0,2,2,0
