Table Name,State Code,District Code,State/District,Division,Sub-Division,Group,Family,NCO Name,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
B0625SCA,29,555,Belgaum,8,82,829,0000,Other Machine Operators and Assemblers,3,3,0,3,3,0,0,0,0
B0625SCA,29,555,Belgaum,8,82,829,8290,Other Machine Operators and Assemblers,3,3,0,3,3,0,0,0,0
B0625SCA,29,555,Belgaum,8,83,000,0000,Drivers and Mobile-plant Operators,4321,4289,32,2729,2713,16,1592,1576,16
B0625SCA,29,555,Belgaum,8,83,831,0000,Locomotive Engine Drivers and Related Workers,28,28,0,12,12,0,16,16,0
B0625SCA,29,555,Belgaum,8,83,831,8312,"Railway Brakers, Signallers and Shunters",28,28,0,12,12,0,16,16,0
B0625SCA,29,555,Belgaum,8,83,832,0000,Motor Vehicle Drivers,3771,3749,22,2242,2231,11,1529,1518,11
B0625SCA,29,555,Belgaum,8,83,832,8321,Motor Cycle Drivers,833,831,2,285,285,0,548,546,2
B0625SCA,29,555,Belgaum,8,83,832,8322,"Car, Taxi and Van Drivers",1474,1461,13,909,903,6,565,558,7
B0625SCA,29,555,Belgaum,8,83,832,8323,Bus and Tram Drivers,500,495,5,332,329,3,168,166,2
B0625SCA,29,555,Belgaum,8,83,832,8324,Heavy Truck and Lorry Drivers,964,962,2,716,714,2,248,248,0
B0625SCA,29,555,Belgaum,8,83,833,0000,Agricultural and Other Mobile Plant Operators,500,493,7,460,455,5,40,38,2
B0625SCA,29,555,Belgaum,8,83,833,8331,Motorised Farm and Forestry Plant Operators,368,363,5,344,339,5,24,24,0
B0625SCA,29,555,Belgaum,8,83,833,8332,Earth Moving and Related Plant Operators,129,127,2,113,113,0,16,14,2
B0625SCA,29,555,Belgaum,8,83,833,8333,"Crane, Hoist and Related Plant Operators",3,3,0,3,3,0,0,0,0
B0625SCA,29,555,Belgaum,8,83,834,0000,Ships’ Deck Crews and Related Workers,22,19,3,15,15,0,7,4,3
B0625SCA,29,555,Belgaum,8,83,834,8340,Ships’ Deck Crews and Related Workers,22,19,3,15,15,0,7,4,3
B0625SCA,29,555,Belgaum,9,00,000,0000,Elementary Occupations,15119,11213,3906,6925,5442,1483,8194,5771,2423
B0625SCA,29,555,Belgaum,9,91,000,0000,Sales and Services Elementary Occupations,3579,2031,1548,885,625,260,2694,1406,1288
B0625SCA,29,555,Belgaum,9,91,911,0000,Street Vendors and Related Workers,220,121,99,109,56,53,111,65,46
B0625SCA,29,555,Belgaum,9,91,911,9111,Street Food Vendors,85,37,48,43,23,20,42,14,28
B0625SCA,29,555,Belgaum,9,91,911,9112,"Street Vendors, Non Food Products",88,40,48,42,12,30,46,28,18
B0625SCA,29,555,Belgaum,9,91,911,9113,Door to Door and Telephone Sales Persons,47,44,3,24,21,3,23,23,0
B0625SCA,29,555,Belgaum,9,91,913,0000,"Domestic and Related Helpers, Cleaners and Launderers",1156,329,827,210,111,99,946,218,728
B0625SCA,29,555,Belgaum,9,91,913,9131,Domestic Helpers and Cleaners,776,44,732,76,18,58,700,26,674
B0625SCA,29,555,Belgaum,9,91,913,9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",352,262,90,114,76,38,238,186,52
B0625SCA,29,555,Belgaum,9,91,913,9133,Hand Launderers and Pressers,28,23,5,20,17,3,8,6,2
B0625SCA,29,555,Belgaum,9,91,914,0000,"Building Caretakers, Window and Related Cleaners",2,2,0,2,2,0,0,0,0
B0625SCA,29,555,Belgaum,9,91,914,9142,"Vehicle, Window and Related Cleaners",2,2,0,2,2,0,0,0,0
B0625SCA,29,555,Belgaum,9,91,915,0000,"Messengers, Porters, Door Keepers and Related Workers",611,578,33,272,264,8,339,314,25
B0625SCA,29,555,Belgaum,9,91,915,9151,"Messengers, Package and Luggage Porters and Deliverers",15,15,0,6,6,0,9,9,0
B0625SCA,29,555,Belgaum,9,91,915,9152,"Door Keepers, Watchpersons and Related Workers",566,533,33,257,249,8,309,284,25
B0625SCA,29,555,Belgaum,9,91,915,9153,"Vending Machine Money Collectors, Meter Readers and Related Workers",30,30,0,9,9,0,21,21,0
B0625SCA,29,555,Belgaum,9,91,916,0000,Garbage Collectors and Related Labourers,1590,1001,589,292,192,100,1298,809,489
B0625SCA,29,555,Belgaum,9,91,916,9161,Garbage Collectors,273,176,97,31,26,5,242,150,92
B0625SCA,29,555,Belgaum,9,91,916,9162,Sweepers and Related Labourers,1317,825,492,261,166,95,1056,659,397
B0625SCA,29,555,Belgaum,9,92,000,0000,"Agricultural, Fishery and Related Labourers",2370,1378,992,1766,1033,733,604,345,259
B0625SCA,29,555,Belgaum,9,92,920,0000,"Agricultural, Fishery and Related Labourers",2370,1378,992,1766,1033,733,604,345,259
B0625SCA,29,555,Belgaum,9,92,920,9201,Farm Hands and Labourers,2370,1378,992,1766,1033,733,604,345,259
B0625SCA,29,555,Belgaum,9,93,000,0000,"Labourers in Mining, Construction, Manufacturing and Transport",9170,7804,1366,4274,3784,490,4896,4020,876
B0625SCA,29,555,Belgaum,9,93,931,0000,Mining and Construction Labourers,6382,5342,1040,3052,2694,358,3330,2648,682
B0625SCA,29,555,Belgaum,9,93,931,9311,Mining and Quarrying Labourers,27,24,3,27,24,3,0,0,0
B0625SCA,29,555,Belgaum,9,93,931,9312,"Construction and Maintenance Labourers, Roads, Dams and Similar Constructions",2304,1769,535,830,680,150,1474,1089,385
B0625SCA,29,555,Belgaum,9,93,931,9313,Building Construction Labourers,4051,3549,502,2195,1990,205,1856,1559,297
B0625SCA,29,555,Belgaum,9,93,932,0000,Manufacturing Labourers,1575,1377,198,744,682,62,831,695,136
B0625SCA,29,555,Belgaum,9,93,932,9322,Hand Packers and Other Manufacturing Labourers,1575,1377,198,744,682,62,831,695,136
B0625SCA,29,555,Belgaum,9,93,933,0000,Transport Labourers and Freight Handlers,1213,1085,128,478,408,70,735,677,58
B0625SCA,29,555,Belgaum,9,93,933,9332,Drivers of Animal -drawn Vehicles and Machinery,6,6,0,3,3,0,3,3,0
B0625SCA,29,555,Belgaum,9,93,933,9333,Freight Handlers,1207,1079,128,475,405,70,732,674,58
B0625SCA,29,555,Belgaum,X,00,000,0000,Workers not Classified by Occupations,5918,3566,2352,3396,2005,1391,2522,1561,961
B0625SCA,29,555,Belgaum,X,X9,000,0000,Workers not Reporting any Occupations,5918,3566,2352,3396,2005,1391,2522,1561,961
B0625SCA,29,555,Belgaum,X,X9,X92,0000,Workers Reporting Occupations Unidentifiable or Unclassifiable,2467,1735,732,1413,990,423,1054,745,309
B0625SCA,29,555,Belgaum,X,X9,X92,X921,Workers Reporting Occupations Unidentifiable or Inadequately Described,2467,1735,732,1413,990,423,1054,745,309
B0625SCA,29,555,Belgaum,X,X9,X99,0000,Workers not Reporting any Occupations,3451,1831,1620,1983,1015,968,1468,816,652
B0625SCA,29,555,Belgaum,X,X9,X99,X999,Workers not Reporting any Occupations,3451,1831,1620,1983,1015,968,1468,816,652
B0625SCA,29,556,Bagalkot,0,00,000,0000,Total,38168,28348,9820,19010,14102,4908,19158,14246,4912
B0625SCA,29,556,Bagalkot,1,00,000,0000,"Legislators, Senior Officials and Managers",766,698,68,256,228,28,510,470,40
B0625SCA,29,556,Bagalkot,1,11,000,0000,Legislators and Senior Officials,156,130,26,68,50,18,88,80,8
B0625SCA,29,556,Bagalkot,1,11,111,0000,Legislators,62,42,20,48,30,18,14,12,2
B0625SCA,29,556,Bagalkot,1,11,111,1113,"Elected Officials, Local Bodies",62,42,20,48,30,18,14,12,2
B0625SCA,29,556,Bagalkot,1,11,112,0000,Administrative & Executive Officials,80,74,6,12,12,0,68,62,6
B0625SCA,29,556,Bagalkot,1,11,112,1122,"Administrative and Executive Officials, State Government",68,62,6,6,6,0,62,56,6
B0625SCA,29,556,Bagalkot,1,11,112,1123,"Administrative and Executive Officials, Quasi Government",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,1,11,112,1124,"Administrative and Executive Officials, Local Bodies",6,6,0,6,6,0,0,0,0
B0625SCA,29,556,Bagalkot,1,11,114,0000,Senior Officials of Special- Interest Organisations,14,14,0,8,8,0,6,6,0
B0625SCA,29,556,Bagalkot,1,11,114,1141,Senior Officials of Political Party Organisations,14,14,0,8,8,0,6,6,0
B0625SCA,29,556,Bagalkot,1,12,000,0000,Corporate Managers,610,568,42,188,178,10,422,390,32
B0625SCA,29,556,Bagalkot,1,12,121,0000,Directors and Chief Executives,324,316,8,108,104,4,216,212,4
B0625SCA,29,556,Bagalkot,1,12,121,1212,"Directors, Financial Institutions",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,1,12,121,1213,"Working Proprietors and Directors, Mining, Construction",152,152,0,42,42,0,110,110,0
B0625SCA,29,556,Bagalkot,1,12,121,1214,"Working Proprietors and Directors, Manufacturing, Wholesale & Retail Trade",110,106,4,46,44,2,64,62,2
B0625SCA,29,556,Bagalkot,1,12,121,1215,Working Proprietors and Directors and Related Executives in Transport and Communication,18,18,0,0,0,0,18,18,0
B0625SCA,29,556,Bagalkot,1,12,121,1217,"Working Proprietors and Directors, Lodging and Catering Services",2,0,2,2,0,2,0,0,0
B0625SCA,29,556,Bagalkot,1,12,121,1218,"Working Proprietors and Directors, Recreation and Entertainment",2,2,0,0,0,0,2,2,0
B0625SCA,29,556,Bagalkot,1,12,121,1219,"Working Proprietors and Directors, Other Services, N.E.C.",34,32,2,18,18,0,16,14,2
B0625SCA,29,556,Bagalkot,1,12,122,0000,Production and Operations Department Managers,212,184,28,56,56,0,156,128,28
B0625SCA,29,556,Bagalkot,1,12,122,1221,"Production and Operations Department Managers in Agriculture, Hunting, Forestry & Fishing",14,14,0,0,0,0,14,14,0
B0625SCA,29,556,Bagalkot,1,12,122,1222,Production and Operations Department Managers in Manufacturing,18,18,0,6,6,0,12,12,0
B0625SCA,29,556,Bagalkot,1,12,122,1224,Production and Operations Department Managers in Wholesale and Retail Trade,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,1,12,122,1225,Production and Operations Department Managers in Restaurants and Hotels,8,8,0,6,6,0,2,2,0
B0625SCA,29,556,Bagalkot,1,12,122,1226,"Production and Operations Department Managers in Transport, Storage and Communication",50,44,6,12,12,0,38,32,6
B0625SCA,29,556,Bagalkot,1,12,122,1227,Production and Operations Department Managers in Business Services,74,64,10,32,32,0,42,32,10
B0625SCA,29,556,Bagalkot,1,12,122,1229,"Production and Operations Department Managers, N.E.C.",42,30,12,0,0,0,42,30,12
B0625SCA,29,556,Bagalkot,1,12,123,0000,Other Department Managers,74,68,6,24,18,6,50,50,0
B0625SCA,29,556,Bagalkot,1,12,123,1233,Sales and Marketing Managers,30,30,0,6,6,0,24,24,0
B0625SCA,29,556,Bagalkot,1,12,123,1239,"Other Department Managers, N.E.C.",44,38,6,18,12,6,26,26,0
B0625SCA,29,556,Bagalkot,2,00,000,0000,Professionals,1310,1058,252,482,376,106,828,682,146
B0625SCA,29,556,Bagalkot,2,21,000,0000,"Physical, Mathematical and Engineering Science Professionals",208,190,18,46,46,0,162,144,18
B0625SCA,29,556,Bagalkot,2,21,212,0000,"Mathematicians, Statisticians and Related Professionals",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,2,21,212,2122,Statisticians,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,2,21,213,0000,Computing Professionals,58,46,12,20,20,0,38,26,12
B0625SCA,29,556,Bagalkot,2,21,213,2132,Computer Programmers,34,22,12,8,8,0,26,14,12
B0625SCA,29,556,Bagalkot,2,21,213,2139,"Computer Professionals, N.E.C.",24,24,0,12,12,0,12,12,0
B0625SCA,29,556,Bagalkot,2,21,214,0000,"Architects, Engineers and Related Professionals",144,138,6,26,26,0,118,112,6
B0625SCA,29,556,Bagalkot,2,21,214,2142,Civil Engineers,64,58,6,14,14,0,50,44,6
B0625SCA,29,556,Bagalkot,2,21,214,2143,Electrical Engineers,12,12,0,0,0,0,12,12,0
B0625SCA,29,556,Bagalkot,2,21,214,2145,Mechanical Engineers,12,12,0,6,6,0,6,6,0
B0625SCA,29,556,Bagalkot,2,21,214,2148,Cartographers and Surveyors,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,2,21,214,2149,"Architects, Engineers and Related Professionals, N.E.C.",50,50,0,6,6,0,44,44,0
B0625SCA,29,556,Bagalkot,2,22,000,0000,Life Science and Health Professionals,204,138,66,70,56,14,134,82,52
B0625SCA,29,556,Bagalkot,2,22,222,0000,Health Professionals (except Nursing),204,138,66,70,56,14,134,82,52
B0625SCA,29,556,Bagalkot,2,22,222,2221,"Physicians and Surgeons, Allopathic",120,94,26,32,24,8,88,70,18
B0625SCA,29,556,Bagalkot,2,22,222,2222,"Physicians and Surgeons, Ayurvedic",6,0,6,0,0,0,6,0,6
B0625SCA,29,556,Bagalkot,2,22,222,2225,Dental Specialists,18,12,6,6,6,0,12,6,6
B0625SCA,29,556,Bagalkot,2,22,222,2226,Veterinarians,30,24,6,18,18,0,12,6,6
B0625SCA,29,556,Bagalkot,2,22,222,2229,"Health Professionals (except Nursing), N.E.C.",30,8,22,14,8,6,16,0,16
B0625SCA,29,556,Bagalkot,2,23,000,0000,Teaching Professionals,368,300,68,134,112,22,234,188,46
B0625SCA,29,556,Bagalkot,2,23,231,0000,"College, University and Higher Education Teaching Professionals",152,126,26,30,24,6,122,102,20
B0625SCA,29,556,Bagalkot,2,23,231,2310,"College, University and Higher Education Teaching Professionals",152,126,26,30,24,6,122,102,20
B0625SCA,29,556,Bagalkot,2,23,232,0000,Secondary Education Teaching Professionals,206,166,40,100,86,14,106,80,26
B0625SCA,29,556,Bagalkot,2,23,232,2320,Senior Secondary and Secondary School Teaching Professionals,206,166,40,100,86,14,106,80,26
B0625SCA,29,556,Bagalkot,2,23,233,0000,Other Teaching Professionals,10,8,2,4,2,2,6,6,0
B0625SCA,29,556,Bagalkot,2,23,233,2339,"Teaching Professionals, N.E.C.",10,8,2,4,2,2,6,6,0
B0625SCA,29,556,Bagalkot,2,24,000,0000,Other Professionals,530,430,100,232,162,70,298,268,30
B0625SCA,29,556,Bagalkot,2,24,241,0000,Business Professionals,24,24,0,6,6,0,18,18,0
B0625SCA,29,556,Bagalkot,2,24,241,2411,Accountants,18,18,0,6,6,0,12,12,0
B0625SCA,29,556,Bagalkot,2,24,241,2419,"Business Professionals, N.E.C.",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,2,24,242,0000,Legal Professionals,60,54,6,18,18,0,42,36,6
B0625SCA,29,556,Bagalkot,2,24,242,2421,Lawyers,60,54,6,18,18,0,42,36,6
B0625SCA,29,556,Bagalkot,2,24,243,0000,"Archivists, Librarians and Related Information Professionals",28,28,0,22,22,0,6,6,0
B0625SCA,29,556,Bagalkot,2,24,243,2431,Archivists and Curators,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,2,24,243,2432,Librarians and Related Information Professionals,22,22,0,22,22,0,0,0,0
B0625SCA,29,556,Bagalkot,2,24,244,0000,Social Science and Related Professionals,82,14,68,60,2,58,22,12,10
B0625SCA,29,556,Bagalkot,2,24,244,2446,Social Work Professionals,82,14,68,60,2,58,22,12,10
B0625SCA,29,556,Bagalkot,2,24,245,0000,Writers and Creative or Performing Artists,280,260,20,86,78,8,194,182,12
B0625SCA,29,556,Bagalkot,2,24,245,2451,"Authors, Journalists and Other Writers",8,8,0,0,0,0,8,8,0
B0625SCA,29,556,Bagalkot,2,24,245,2452,"Sculptors, Painters and Related Artists",16,16,0,14,14,0,2,2,0
B0625SCA,29,556,Bagalkot,2,24,245,2453,"Composers, Musicians and Singers",230,230,0,64,64,0,166,166,0
B0625SCA,29,556,Bagalkot,2,24,245,2455,"Film, Stage and Related Actors and Directors",26,6,20,8,0,8,18,6,12
B0625SCA,29,556,Bagalkot,2,24,246,0000,Religious Professionals,56,50,6,40,36,4,16,14,2
B0625SCA,29,556,Bagalkot,2,24,246,2461,Ordained Religious Workers,8,8,0,0,0,0,8,8,0
B0625SCA,29,556,Bagalkot,2,24,246,2462,Non-ordained Religious Workers,48,42,6,40,36,4,8,6,2
B0625SCA,29,556,Bagalkot,3,00,000,0000,Technicians and Associate Professionals,2286,1534,752,1060,676,384,1226,858,368
B0625SCA,29,556,Bagalkot,3,31,000,0000,Physical and Engineering Science Associate Professionals,110,110,0,52,52,0,58,58,0
B0625SCA,29,556,Bagalkot,3,31,311,0000,Physical and Engineering Science Technicians,50,50,0,14,14,0,36,36,0
B0625SCA,29,556,Bagalkot,3,31,311,3111,Chemical and Physical Science Technicians,12,12,0,0,0,0,12,12,0
B0625SCA,29,556,Bagalkot,3,31,311,3114,Electronics and Telecommunications Engineering Technicians,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,3,31,311,3119,"Physical and Engineering Science Technicians, N.E.C.",32,32,0,14,14,0,18,18,0
B0625SCA,29,556,Bagalkot,3,31,312,0000,Computer Associate Professionals,14,14,0,0,0,0,14,14,0
B0625SCA,29,556,Bagalkot,3,31,312,3121,Computer Assistants,14,14,0,0,0,0,14,14,0
B0625SCA,29,556,Bagalkot,3,31,313,0000,Optical and Electronic Equipment Operators,46,46,0,38,38,0,8,8,0
B0625SCA,29,556,Bagalkot,3,31,313,3131,Photographers and Image and Sound Recording Equipment Operators,40,40,0,32,32,0,8,8,0
B0625SCA,29,556,Bagalkot,3,31,313,3133,Medical Equipment Operators,6,6,0,6,6,0,0,0,0
B0625SCA,29,556,Bagalkot,3,32,000,0000,Life Science and Health Associate Professionals,498,108,390,328,52,276,170,56,114
B0625SCA,29,556,Bagalkot,3,32,322,0000,Modern Health Associate Professionals (except Nursing),68,62,6,26,26,0,42,36,6
B0625SCA,29,556,Bagalkot,3,32,322,3221,Medical Assistants,56,50,6,20,20,0,36,30,6
B0625SCA,29,556,Bagalkot,3,32,322,3228,Pharmaceutical Assistants,12,12,0,6,6,0,6,6,0
B0625SCA,29,556,Bagalkot,3,32,323,0000,Nursing and Midwifery Associate Professionals,430,46,384,302,26,276,128,20,108
B0625SCA,29,556,Bagalkot,3,32,323,3231,Nursing Associate Professionals,106,34,72,52,20,32,54,14,40
B0625SCA,29,556,Bagalkot,3,32,323,3232,Midwifery Associate Professionals,324,12,312,250,6,244,74,6,68
B0625SCA,29,556,Bagalkot,3,33,000,0000,Teaching Associate Professionals,1130,818,312,454,356,98,676,462,214
B0625SCA,29,556,Bagalkot,3,33,331,0000,Middle and Primary Education Teaching Associate Professionals,1124,812,312,454,356,98,670,456,214
B0625SCA,29,556,Bagalkot,3,33,331,3311,Middle School Teaching Associate Professionals,56,38,18,30,24,6,26,14,12
B0625SCA,29,556,Bagalkot,3,33,331,3312,Primary School Education Teaching Associate Professionals,1068,774,294,424,332,92,644,442,202
B0625SCA,29,556,Bagalkot,3,33,334,0000,Other Teaching Associate Professionals,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,3,33,334,3340,Other Teaching Associate Professionals,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,000,0000,Other Associate Professionals,548,498,50,226,216,10,322,282,40
B0625SCA,29,556,Bagalkot,3,34,341,0000,Finance and Sales Associate Professionals,306,282,24,128,128,0,178,154,24
B0625SCA,29,556,Bagalkot,3,34,341,3411,Securities and Finance Dealers and Brokers,80,80,0,52,52,0,28,28,0
B0625SCA,29,556,Bagalkot,3,34,341,3412,Insurance Representatives,90,86,4,32,32,0,58,54,4
B0625SCA,29,556,Bagalkot,3,34,341,3415,Technical and Commercial Sales Representatives,12,12,0,6,6,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,341,3416,Buyers,118,98,20,38,38,0,80,60,20
B0625SCA,29,556,Bagalkot,3,34,341,3419,"Finance and Sales Associate Professionals, N.E.C.",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,342,0000,Business Services Agents and Trade Brokers,12,12,0,0,0,0,12,12,0
B0625SCA,29,556,Bagalkot,3,34,342,3423,Employment Agents and Labour Contractors,12,12,0,0,0,0,12,12,0
B0625SCA,29,556,Bagalkot,3,34,343,0000,Administrative Associate Professionals,134,120,14,32,30,2,102,90,12
B0625SCA,29,556,Bagalkot,3,34,343,3431,Administrative Secretaries and Related Associate Professionals,128,114,14,32,30,2,96,84,12
B0625SCA,29,556,Bagalkot,3,34,343,3432,Legal and Related Business Associate Professionals,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,344,0000,"Customs, Tax and Related Govt. Associate Professionals",18,18,0,12,12,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,344,3443,Government Social Benefits Officials,18,18,0,12,12,0,6,6,0
B0625SCA,29,556,Bagalkot,3,34,345,0000,Police Inspectors and Detectives,18,18,0,18,18,0,0,0,0
B0625SCA,29,556,Bagalkot,3,34,345,3450,Police Inspectors and Detectives,18,18,0,18,18,0,0,0,0
B0625SCA,29,556,Bagalkot,3,34,346,0000,Social Work Associate Professionals,30,20,10,24,18,6,6,2,4
B0625SCA,29,556,Bagalkot,3,34,346,3460,Social Work Associate Professionals,30,20,10,24,18,6,6,2,4
B0625SCA,29,556,Bagalkot,3,34,347,0000,"Artistic, Entertainment and Sports Associate Professionals",30,28,2,12,10,2,18,18,0
B0625SCA,29,556,Bagalkot,3,34,347,3471,Decorators and Commercial Designers,14,14,0,2,2,0,12,12,0
B0625SCA,29,556,Bagalkot,3,34,347,3473,"Street, Night-club and Related Musicians, Singers and Dancers",10,8,2,10,8,2,0,0,0
B0625SCA,29,556,Bagalkot,3,34,347,3475,"Athletes, Sports Persons and Related Associate Professionals",6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,4,00,000,0000,Clerks,1162,970,192,364,344,20,798,626,172
B0625SCA,29,556,Bagalkot,4,41,000,0000,Office Clerks,1094,910,184,356,336,20,738,574,164
B0625SCA,29,556,Bagalkot,4,41,411,0000,Secretaries and Key Board- Operating Clerks,176,118,58,82,76,6,94,42,52
B0625SCA,29,556,Bagalkot,4,41,411,4111,Stenographers and Typists,60,26,34,12,12,0,48,14,34
B0625SCA,29,556,Bagalkot,4,41,411,4112,Word Processor and Related Operators,66,54,12,32,32,0,34,22,12
B0625SCA,29,556,Bagalkot,4,41,411,4113,Data Entry Operators,20,8,12,8,2,6,12,6,6
B0625SCA,29,556,Bagalkot,4,41,411,4114,Calculating Machine Operators,6,6,0,6,6,0,0,0,0
B0625SCA,29,556,Bagalkot,4,41,411,4115,Secretaries,24,24,0,24,24,0,0,0,0
B0625SCA,29,556,Bagalkot,4,41,412,0000,Numerical Clerks,134,110,24,58,50,8,76,60,16
B0625SCA,29,556,Bagalkot,4,41,412,4121,Accounting and Book Keeping Clerks,134,110,24,58,50,8,76,60,16
B0625SCA,29,556,Bagalkot,4,41,413,0000,Material Recording & Transport Clerks,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,4,41,413,4133,Transport Clerks,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,4,41,414,0000,"Library, Mail and Related Clerks",42,42,0,30,30,0,12,12,0
B0625SCA,29,556,Bagalkot,4,41,414,4142,Mail Carriers and Sorting Clerks,42,42,0,30,30,0,12,12,0
B0625SCA,29,556,Bagalkot,4,41,419,0000,Other Office Clerks,736,634,102,186,180,6,550,454,96
B0625SCA,29,556,Bagalkot,4,41,419,4190,Other Office Clerks,736,634,102,186,180,6,550,454,96
B0625SCA,29,556,Bagalkot,4,42,000,0000,Customer Services Clerks,68,60,8,8,8,0,60,52,8
B0625SCA,29,556,Bagalkot,4,42,421,0000,"Cashiers, Tellers and Related Clerks",48,40,8,2,2,0,46,38,8
B0625SCA,29,556,Bagalkot,4,42,421,4211,Cashiers and Ticket Clerks,46,38,8,0,0,0,46,38,8
B0625SCA,29,556,Bagalkot,4,42,421,4215,Debt Collectors and Related Workers,2,2,0,2,2,0,0,0,0
B0625SCA,29,556,Bagalkot,4,42,422,0000,Client Information Clerks,20,20,0,6,6,0,14,14,0
B0625SCA,29,556,Bagalkot,4,42,422,4222,Telephone Switch Board Operators,20,20,0,6,6,0,14,14,0
B0625SCA,29,556,Bagalkot,5,00,000,0000,Service Workers and Shop & Market Sales Workers,4514,3042,1472,1728,1056,672,2786,1986,800
B0625SCA,29,556,Bagalkot,5,51,000,0000,Personal and Protective Service Workers,1952,1200,752,918,488,430,1034,712,322
B0625SCA,29,556,Bagalkot,5,51,511,0000,"Travel Attendants, Guides and Related Workers",232,218,14,140,140,0,92,78,14
B0625SCA,29,556,Bagalkot,5,51,511,5112,Transport Conductors,226,212,14,140,140,0,86,72,14
B0625SCA,29,556,Bagalkot,5,51,511,5113,Travel Guides and Ground Hosts,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,5,51,512,0000,House Keeping and Restaurant Services Workers,620,164,456,362,60,302,258,104,154
B0625SCA,29,556,Bagalkot,5,51,512,5121,House Keepers and Related Workers,74,64,10,24,20,4,50,44,6
B0625SCA,29,556,Bagalkot,5,51,512,5122,Cooks,490,46,444,306,8,298,184,38,146
B0625SCA,29,556,Bagalkot,5,51,512,5123,Waiters and Bartenders,56,54,2,32,32,0,24,22,2
B0625SCA,29,556,Bagalkot,5,51,513,0000,Personal Care Workers,678,446,232,286,178,108,392,268,124
B0625SCA,29,556,Bagalkot,5,51,513,5131,Child Care Workers,150,6,144,84,0,84,66,6,60
B0625SCA,29,556,Bagalkot,5,51,513,5132,Institution Based Personal Care Workers,528,440,88,202,178,24,326,262,64
B0625SCA,29,556,Bagalkot,5,51,514,0000,Other Personal Services Workers,22,12,10,6,6,0,16,6,10
B0625SCA,29,556,Bagalkot,5,51,514,5141,"Hair Dressers, Barbers, Beauticians and Related Workers",22,12,10,6,6,0,16,6,10
B0625SCA,29,556,Bagalkot,5,51,515,0000,"Astrologers, Fortune-tellers and Related Workers",20,20,0,0,0,0,20,20,0
B0625SCA,29,556,Bagalkot,5,51,515,5151,Astrologers and Related Workers,20,20,0,0,0,0,20,20,0
B0625SCA,29,556,Bagalkot,5,51,516,0000,Protective Services Workers,380,340,40,124,104,20,256,236,20
B0625SCA,29,556,Bagalkot,5,51,516,5161,Fire Fighters,12,12,0,12,12,0,0,0,0
B0625SCA,29,556,Bagalkot,5,51,516,5162,Police Officers,350,310,40,112,92,20,238,218,20
B0625SCA,29,556,Bagalkot,5,51,516,5163,Prison Guards,6,6,0,0,0,0,6,6,0
B0625SCA,29,556,Bagalkot,5,51,516,5169,"Protective Services Workers, N.E.C.",12,12,0,0,0,0,12,12,0
B0625SCA,29,556,Bagalkot,5,52,000,0000,"Models, Sales Persons and Demonstrators",2562,1842,720,810,568,242,1752,1274,478
B0625SCA,29,556,Bagalkot,5,52,522,0000,Shop Salespersons and Demons Trators,2254,1602,652,694,480,214,1560,1122,438
B0625SCA,29,556,Bagalkot,5,52,522,5220,Shop Salespersons and Demonstrators,2254,1602,652,694,480,214,1560,1122,438
B0625SCA,29,556,Bagalkot,5,52,523,0000,Stall and Market Salespersons,308,240,68,116,88,28,192,152,40
B0625SCA,29,556,Bagalkot,5,52,523,5230,Stall and Market Salespersons,308,240,68,116,88,28,192,152,40
B0625SCA,29,556,Bagalkot,6,00,000,0000,Skilled Agricultural and Fishery Workers,1248,1094,154,910,796,114,338,298,40
B0625SCA,29,556,Bagalkot,6,61,000,0000,Market Oriented Skilled Agricultural and Fishery Workers,1248,1094,154,910,796,114,338,298,40
B0625SCA,29,556,Bagalkot,6,61,611,0000,Market Gardners & Crop Growers,218,178,40,86,66,20,132,112,20
B0625SCA,29,556,Bagalkot,6,61,611,6111,Field Crop and Vegetable Growers,210,172,38,86,66,20,124,106,18
