Table Name,State Code,District Code,State/District,Division,Sub-Division,Group,Family,NCO Name,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
B0625SCA,29,000,Karnataka,0,00,000,0000,Total,1755235,1227445,527790,826264,560112,266152,928971,667333,261638
B0625SCA,29,000,Karnataka,1,00,000,0000,"Legislators, Senior Officials and Managers",43418,38108,5310,12057,10316,1741,31361,27792,3569
B0625SCA,29,000,Karnataka,1,11,000,0000,Legislators and Senior Officials,7715,6080,1635,3542,2604,938,4173,3476,697
B0625SCA,29,000,Karnataka,1,11,111,0000,Legislators,2276,1491,785,1797,1136,661,479,355,124
B0625SCA,29,000,Karnataka,1,11,111,1111,"Elected Officials, Union Government",12,6,6,12,6,6,0,0,0
B0625SCA,29,000,Karnataka,1,11,111,1112,"Elected Officials, State Government",172,135,37,108,81,27,64,54,10
B0625SCA,29,000,Karnataka,1,11,111,1113,"Elected Officials, Local Bodies",2074,1332,742,1677,1049,628,397,283,114
B0625SCA,29,000,Karnataka,1,11,111,1119,"Elected Officials, N.E.C.",18,18,0,0,0,0,18,18,0
B0625SCA,29,000,Karnataka,1,11,112,0000,Administrative & Executive Officials,4335,3668,667,1030,890,140,3305,2778,527
B0625SCA,29,000,Karnataka,1,11,112,1121,"Administrative and Executive Officials, Union Government",415,366,49,71,63,8,344,303,41
B0625SCA,29,000,Karnataka,1,11,112,1122,"Administrative and Executive Officials, State Government",3736,3148,588,885,757,128,2851,2391,460
B0625SCA,29,000,Karnataka,1,11,112,1123,"Administrative and Executive Officials, Quasi Government",26,23,3,6,6,0,20,17,3
B0625SCA,29,000,Karnataka,1,11,112,1124,"Administrative and Executive Officials, Local Bodies",92,78,14,58,58,0,34,20,14
B0625SCA,29,000,Karnataka,1,11,112,1129,"Administrative and Executive Officials, Government and Local Bodies, N.E.C.",66,53,13,10,6,4,56,47,9
B0625SCA,29,000,Karnataka,1,11,113,0000,Traditional Chiefs and Heads of Villages,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,1,11,113,1130,Traditional Chiefs and Heads of Villages,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,1,11,114,0000,Senior Officials of Special- Interest Organisations,1101,918,183,715,578,137,386,340,46
B0625SCA,29,000,Karnataka,1,11,114,1141,Senior Officials of Political Party Organisations,1084,903,181,709,572,137,375,331,44
B0625SCA,29,000,Karnataka,1,11,114,1142,"Senior Officials of Employers, Workers and Other Economic Interest Organisations",17,15,2,6,6,0,11,9,2
B0625SCA,29,000,Karnataka,1,12,000,0000,Corporate Managers,35409,31772,3637,8461,7664,797,26948,24108,2840
B0625SCA,29,000,Karnataka,1,12,121,0000,Directors and Chief Executives,19014,17324,1690,5479,4962,517,13535,12362,1173
B0625SCA,29,000,Karnataka,1,12,121,1211,"Working Proprietors and Directors, Electricity, Gas, Water Supply",382,364,18,118,106,12,264,258,6
B0625SCA,29,000,Karnataka,1,12,121,1212,"Directors, Financial Institutions",55,47,8,18,18,0,37,29,8
B0625SCA,29,000,Karnataka,1,12,121,1213,"Working Proprietors and Directors, Mining, Construction",7804,7609,195,2329,2286,43,5475,5323,152
B0625SCA,29,000,Karnataka,1,12,121,1214,"Working Proprietors and Directors, Manufacturing, Wholesale & Retail Trade",7275,6154,1121,2118,1751,367,5157,4403,754
B0625SCA,29,000,Karnataka,1,12,121,1215,Working Proprietors and Directors and Related Executives in Transport and Communication,672,648,24,250,240,10,422,408,14
B0625SCA,29,000,Karnataka,1,12,121,1216,"Working Proprietors and Directors, Storage and Warehousing",6,6,0,0,0,0,6,6,0
B0625SCA,29,000,Karnataka,1,12,121,1217,"Working Proprietors and Directors, Lodging and Catering Services",907,773,134,284,238,46,623,535,88
B0625SCA,29,000,Karnataka,1,12,121,1218,"Working Proprietors and Directors, Recreation and Entertainment",68,68,0,12,12,0,56,56,0
B0625SCA,29,000,Karnataka,1,12,121,1219,"Working Proprietors and Directors, Other Services, N.E.C.",1845,1655,190,350,311,39,1495,1344,151
B0625SCA,29,000,Karnataka,1,12,122,0000,Production and Operations Department Managers,10802,9557,1245,2417,2194,223,8385,7363,1022
B0625SCA,29,000,Karnataka,1,12,122,1221,"Production and Operations Department Managers in Agriculture, Hunting, Forestry & Fishing",949,851,98,477,401,76,472,450,22
B0625SCA,29,000,Karnataka,1,12,122,1222,Production and Operations Department Managers in Manufacturing,2271,2076,195,426,406,20,1845,1670,175
B0625SCA,29,000,Karnataka,1,12,122,1223,Production and Operations Department Managers in Construction,131,123,8,56,56,0,75,67,8
B0625SCA,29,000,Karnataka,1,12,122,1224,Production and Operations Department Managers in Wholesale and Retail Trade,472,431,41,65,63,2,407,368,39
B0625SCA,29,000,Karnataka,1,12,122,1225,Production and Operations Department Managers in Restaurants and Hotels,498,468,30,109,109,0,389,359,30
B0625SCA,29,000,Karnataka,1,12,122,1226,"Production and Operations Department Managers in Transport, Storage and Communication",2133,1938,195,655,591,64,1478,1347,131
B0625SCA,29,000,Karnataka,1,12,122,1227,Production and Operations Department Managers in Business Services,3132,2814,318,272,266,6,2860,2548,312
B0625SCA,29,000,Karnataka,1,12,122,1228,"Production and Operations Department Managers in Personal Care, Cleaning and Related Services",235,142,93,84,56,28,151,86,65
B0625SCA,29,000,Karnataka,1,12,122,1229,"Production and Operations Department Managers, N.E.C.",981,714,267,273,246,27,708,468,240
B0625SCA,29,000,Karnataka,1,12,123,0000,Other Department Managers,5593,4891,702,565,508,57,5028,4383,645
B0625SCA,29,000,Karnataka,1,12,123,1231,Finance and Administration Department Managers,288,243,45,15,15,0,273,228,45
B0625SCA,29,000,Karnataka,1,12,123,1232,Personnel and Industrial Relations Managers,17,12,5,0,0,0,17,12,5
B0625SCA,29,000,Karnataka,1,12,123,1233,Sales and Marketing Managers,2384,2128,256,203,189,14,2181,1939,242
B0625SCA,29,000,Karnataka,1,12,123,1234,Advertising and Public Relations Department Managers,42,36,6,6,6,0,36,30,6
B0625SCA,29,000,Karnataka,1,12,123,1235,Supply and Distribution Department Managers,6,3,3,0,0,0,6,3,3
B0625SCA,29,000,Karnataka,1,12,123,1236,"Manager, Computing Services",8,8,0,0,0,0,8,8,0
B0625SCA,29,000,Karnataka,1,12,123,1237,"Manager, Research and Development",64,48,16,10,8,2,54,40,14
B0625SCA,29,000,Karnataka,1,12,123,1239,"Other Department Managers, N.E.C.",2784,2413,371,331,290,41,2453,2123,330
B0625SCA,29,000,Karnataka,1,13,000,0000,General Managers,294,256,38,54,48,6,240,208,32
B0625SCA,29,000,Karnataka,1,13,130,0000,General Managers,294,256,38,54,48,6,240,208,32
B0625SCA,29,000,Karnataka,1,13,130,1301,"General Managers, Forestry and Fishing",53,42,11,24,18,6,29,24,5
B0625SCA,29,000,Karnataka,1,13,130,1302,General Managers in Manufacturing,97,89,8,0,0,0,97,89,8
B0625SCA,29,000,Karnataka,1,13,130,1303,General Managers in Construction,6,6,0,6,6,0,0,0,0
B0625SCA,29,000,Karnataka,1,13,130,1305,General Managers of Restaurants & Hotels,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,1,13,130,1306,"General Managers in Transport, Storage and Communications",14,12,2,0,0,0,14,12,2
B0625SCA,29,000,Karnataka,1,13,130,1307,General Managers of Business Services,64,57,7,18,18,0,46,39,7
B0625SCA,29,000,Karnataka,1,13,130,1308,"General Managers in Personal Care, Cleaning and Related Services",14,12,2,6,6,0,8,6,2
B0625SCA,29,000,Karnataka,1,13,130,1309,"General Managers, N.E.C.",43,35,8,0,0,0,43,35,8
B0625SCA,29,000,Karnataka,2,00,000,0000,Professionals,62898,47954,14944,18323,14405,3918,44575,33549,11026
B0625SCA,29,000,Karnataka,2,21,000,0000,"Physical, Mathematical and Engineering Science Professionals",17924,14911,3013,1988,1752,236,15936,13159,2777
B0625SCA,29,000,Karnataka,2,21,211,0000,"Physicists, Chemists and Related Professionals",678,529,149,108,108,0,570,421,149
B0625SCA,29,000,Karnataka,2,21,211,2111,Physicists and Astronomers,82,74,8,48,48,0,34,26,8
B0625SCA,29,000,Karnataka,2,21,211,2112,Meteorologists,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,2,21,211,2113,Chemists,139,127,12,36,36,0,103,91,12
B0625SCA,29,000,Karnataka,2,21,211,2114,Geologists and Geophysicists,26,17,9,6,6,0,20,11,9
B0625SCA,29,000,Karnataka,2,21,211,2119,"Physical Scientists, N.E.C.",428,308,120,18,18,0,410,290,120
B0625SCA,29,000,Karnataka,2,21,212,0000,"Mathematicians, Statisticians and Related Professionals",6,6,0,0,0,0,6,6,0
B0625SCA,29,000,Karnataka,2,21,212,2122,Statisticians,6,6,0,0,0,0,6,6,0
B0625SCA,29,000,Karnataka,2,21,213,0000,Computing Professionals,7411,5549,1862,500,381,119,6911,5168,1743
B0625SCA,29,000,Karnataka,2,21,213,2131,Computer Systems Designers and Analysts,187,146,41,0,0,0,187,146,41
B0625SCA,29,000,Karnataka,2,21,213,2132,Computer Programmers,5891,4375,1516,238,202,36,5653,4173,1480
B0625SCA,29,000,Karnataka,2,21,213,2139,"Computer Professionals, N.E.C.",1333,1028,305,262,179,83,1071,849,222
B0625SCA,29,000,Karnataka,2,21,214,0000,"Architects, Engineers and Related Professionals",9829,8827,1002,1380,1263,117,8449,7564,885
B0625SCA,29,000,Karnataka,2,21,214,2141,"Architects, Town and Traffic Planners",113,93,20,0,0,0,113,93,20
B0625SCA,29,000,Karnataka,2,21,214,2142,Civil Engineers,2001,1901,100,299,273,26,1702,1628,74
B0625SCA,29,000,Karnataka,2,21,214,2143,Electrical Engineers,1154,1003,151,156,138,18,998,865,133
B0625SCA,29,000,Karnataka,2,21,214,2144,Electronics and Telecommunication Engineers,459,380,79,29,29,0,430,351,79
B0625SCA,29,000,Karnataka,2,21,214,2145,Mechanical Engineers,1098,1046,52,108,102,6,990,944,46
B0625SCA,29,000,Karnataka,2,21,214,2146,Chemical Engineers,64,54,10,6,6,0,58,48,10
B0625SCA,29,000,Karnataka,2,21,214,2147,"Mining Engineers, Metallurgists and Related Professionals",86,74,12,0,0,0,86,74,12
B0625SCA,29,000,Karnataka,2,21,214,2148,Cartographers and Surveyors,464,430,34,153,143,10,311,287,24
B0625SCA,29,000,Karnataka,2,21,214,2149,"Architects, Engineers and Related Professionals, N.E.C.",4390,3846,544,629,572,57,3761,3274,487
B0625SCA,29,000,Karnataka,2,22,000,0000,Life Science and Health Professionals,6657,4646,2011,1919,1451,468,4738,3195,1543
B0625SCA,29,000,Karnataka,2,22,221,0000,Life Science Professionals,84,59,25,25,17,8,59,42,17
B0625SCA,29,000,Karnataka,2,22,221,2211,"Biologists, Botanists, Zoologists and Related Professionals",30,14,16,13,5,8,17,9,8
B0625SCA,29,000,Karnataka,2,22,221,2212,"Pharmacologists, Pathologists and Related Professionals",27,18,9,0,0,0,27,18,9
B0625SCA,29,000,Karnataka,2,22,221,2213,Agronomists and Related Professionals,27,27,0,12,12,0,15,15,0
B0625SCA,29,000,Karnataka,2,22,222,0000,Health Professionals (except Nursing),6505,4569,1936,1864,1428,436,4641,3141,1500
B0625SCA,29,000,Karnataka,2,22,222,2221,"Physicians and Surgeons, Allopathic",4053,2868,1185,1007,848,159,3046,2020,1026
B0625SCA,29,000,Karnataka,2,22,222,2222,"Physicians and Surgeons, Ayurvedic",194,138,56,51,43,8,143,95,48
B0625SCA,29,000,Karnataka,2,22,222,2223,"Physicians and Surgeons, Homeopathic",64,38,26,15,5,10,49,33,16
B0625SCA,29,000,Karnataka,2,22,222,2224,"Physicians and Surgeons, Unani",21,8,13,10,6,4,11,2,9
B0625SCA,29,000,Karnataka,2,22,222,2225,Dental Specialists,317,157,160,17,14,3,300,143,157
B0625SCA,29,000,Karnataka,2,22,222,2226,Veterinarians,716,663,53,268,252,16,448,411,37
B0625SCA,29,000,Karnataka,2,22,222,2229,"Health Professionals (except Nursing), N.E.C.",1140,697,443,496,260,236,644,437,207
B0625SCA,29,000,Karnataka,2,22,223,0000,Nursing Professionals,68,18,50,30,6,24,38,12,26
B0625SCA,29,000,Karnataka,2,22,223,2230,Nursing Professionals,68,18,50,30,6,24,38,12,26
B0625SCA,29,000,Karnataka,2,23,000,0000,Teaching Professionals,16409,11610,4799,5409,4384,1025,11000,7226,3774
B0625SCA,29,000,Karnataka,2,23,231,0000,"College, University and Higher Education Teaching Professionals",9539,6917,2622,2418,2077,341,7121,4840,2281
B0625SCA,29,000,Karnataka,2,23,231,2310,"College, University and Higher Education Teaching Professionals",9539,6917,2622,2418,2077,341,7121,4840,2281
B0625SCA,29,000,Karnataka,2,23,232,0000,Secondary Education Teaching Professionals,5227,3583,1644,2216,1731,485,3011,1852,1159
B0625SCA,29,000,Karnataka,2,23,232,2320,Senior Secondary and Secondary School Teaching Professionals,5227,3583,1644,2216,1731,485,3011,1852,1159
B0625SCA,29,000,Karnataka,2,23,233,0000,Other Teaching Professionals,1643,1110,533,775,576,199,868,534,334
B0625SCA,29,000,Karnataka,2,23,233,2331,Education Methods Specialists,193,142,51,55,35,20,138,107,31
B0625SCA,29,000,Karnataka,2,23,233,2332,School Inspectors,11,11,0,8,8,0,3,3,0
B0625SCA,29,000,Karnataka,2,23,233,2339,"Teaching Professionals, N.E.C.",1439,957,482,712,533,179,727,424,303
B0625SCA,29,000,Karnataka,2,24,000,0000,Other Professionals,21908,16787,5121,9007,6818,2189,12901,9969,2932
B0625SCA,29,000,Karnataka,2,24,241,0000,Business Professionals,6456,4635,1821,1111,915,196,5345,3720,1625
B0625SCA,29,000,Karnataka,2,24,241,2411,Accountants,5368,3881,1487,977,809,168,4391,3072,1319
B0625SCA,29,000,Karnataka,2,24,241,2412,Personnel and Careers Professionals,697,411,286,56,34,22,641,377,264
B0625SCA,29,000,Karnataka,2,24,241,2419,"Business Professionals, N.E.C.",391,343,48,78,72,6,313,271,42
B0625SCA,29,000,Karnataka,2,24,242,0000,Legal Professionals,4065,3442,623,1522,1388,134,2543,2054,489
B0625SCA,29,000,Karnataka,2,24,242,2421,Lawyers,3847,3281,566,1466,1344,122,2381,1937,444
B0625SCA,29,000,Karnataka,2,24,242,2422,Judges and Magistrates,110,75,35,30,24,6,80,51,29
B0625SCA,29,000,Karnataka,2,24,242,2429,"Legal Professionals, N.E.C.",108,86,22,26,20,6,82,66,16
B0625SCA,29,000,Karnataka,2,24,243,0000,"Archivists, Librarians and Related Information Professionals",1221,789,432,631,418,213,590,371,219
B0625SCA,29,000,Karnataka,2,24,243,2431,Archivists and Curators,17,14,3,0,0,0,17,14,3
B0625SCA,29,000,Karnataka,2,24,243,2432,Librarians and Related Information Professionals,1204,775,429,631,418,213,573,357,216
B0625SCA,29,000,Karnataka,2,24,244,0000,Social Science and Related Professionals,3320,1686,1634,2020,717,1303,1300,969,331
B0625SCA,29,000,Karnataka,2,24,244,2441,Economists,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,2,24,244,2442,"Sociologists, Anthropologists and Related Professionals",37,29,8,20,18,2,17,11,6
B0625SCA,29,000,Karnataka,2,24,244,2443,"Philosophers, Historians and Political Scientists",8,8,0,8,8,0,0,0,0
B0625SCA,29,000,Karnataka,2,24,244,2445,Psychologists,42,30,12,3,0,3,39,30,9
B0625SCA,29,000,Karnataka,2,24,244,2446,Social Work Professionals,3230,1616,1614,1989,691,1298,1241,925,316
B0625SCA,29,000,Karnataka,2,24,245,0000,Writers and Creative or Performing Artists,5059,4642,417,2591,2345,246,2468,2297,171
B0625SCA,29,000,Karnataka,2,24,245,2451,"Authors, Journalists and Other Writers",623,576,47,196,190,6,427,386,41
B0625SCA,29,000,Karnataka,2,24,245,2452,"Sculptors, Painters and Related Artists",1292,1185,107,642,572,70,650,613,37
B0625SCA,29,000,Karnataka,2,24,245,2453,"Composers, Musicians and Singers",2426,2315,111,1356,1286,70,1070,1029,41
B0625SCA,29,000,Karnataka,2,24,245,2454,Choreographers and Dancers,199,134,65,138,80,58,61,54,7
B0625SCA,29,000,Karnataka,2,24,245,2455,"Film, Stage and Related Actors and Directors",519,432,87,259,217,42,260,215,45
B0625SCA,29,000,Karnataka,2,24,246,0000,Religious Professionals,1787,1593,194,1132,1035,97,655,558,97
B0625SCA,29,000,Karnataka,2,24,246,2461,Ordained Religious Workers,632,572,60,391,367,24,241,205,36
B0625SCA,29,000,Karnataka,2,24,246,2462,Non-ordained Religious Workers,1155,1021,134,741,668,73,414,353,61
B0625SCA,29,000,Karnataka,3,00,000,0000,Technicians and Associate Professionals,107009,62461,44548,46573,25454,21119,60436,37007,23429
B0625SCA,29,000,Karnataka,3,31,000,0000,Physical and Engineering Science Associate Professionals,7003,6294,709,1686,1559,127,5317,4735,582
B0625SCA,29,000,Karnataka,3,31,311,0000,Physical and Engineering Science Technicians,3151,2826,325,495,449,46,2656,2377,279
B0625SCA,29,000,Karnataka,3,31,311,3111,Chemical and Physical Science Technicians,134,117,17,26,26,0,108,91,17
B0625SCA,29,000,Karnataka,3,31,311,3112,Civil Engineering Technicians,21,15,6,12,6,6,9,9,0
B0625SCA,29,000,Karnataka,3,31,311,3113,Electrical Engineering Technicians,438,397,41,63,57,6,375,340,35
B0625SCA,29,000,Karnataka,3,31,311,3114,Electronics and Telecommunications Engineering Technicians,568,492,76,92,90,2,476,402,74
B0625SCA,29,000,Karnataka,3,31,311,3115,Mechanical Engineering Technicians,421,393,28,24,24,0,397,369,28
B0625SCA,29,000,Karnataka,3,31,311,3116,Chemical Engineering Technicians,20,17,3,0,0,0,20,17,3
B0625SCA,29,000,Karnataka,3,31,311,3117,Mining and Metallurgical Technicians,9,9,0,6,6,0,3,3,0
B0625SCA,29,000,Karnataka,3,31,311,3118,Draughtpersons,72,60,12,8,8,0,64,52,12
B0625SCA,29,000,Karnataka,3,31,311,3119,"Physical and Engineering Science Technicians, N.E.C.",1468,1326,142,264,232,32,1204,1094,110
B0625SCA,29,000,Karnataka,3,31,312,0000,Computer Associate Professionals,554,363,191,123,84,39,431,279,152
B0625SCA,29,000,Karnataka,3,31,312,3121,Computer Assistants,526,349,177,109,76,33,417,273,144
B0625SCA,29,000,Karnataka,3,31,312,3122,Computer Equipment Operators,28,14,14,14,8,6,14,6,8
B0625SCA,29,000,Karnataka,3,31,313,0000,Optical and Electronic Equipment Operators,2969,2831,138,974,938,36,1995,1893,102
B0625SCA,29,000,Karnataka,3,31,313,3131,Photographers and Image and Sound Recording Equipment Operators,2439,2350,89,820,802,18,1619,1548,71
B0625SCA,29,000,Karnataka,3,31,313,3132,Broadcasting and Telecommunication Equipment Operators,334,320,14,93,87,6,241,233,8
B0625SCA,29,000,Karnataka,3,31,313,3133,Medical Equipment Operators,190,158,32,61,49,12,129,109,20
B0625SCA,29,000,Karnataka,3,31,313,3139,"Other Optical and Electronic Equipment Operators, N.E.C.",6,3,3,0,0,0,6,3,3
B0625SCA,29,000,Karnataka,3,31,314,0000,Ship and Aircraft Controllers and Technicians,48,39,9,10,10,0,38,29,9
B0625SCA,29,000,Karnataka,3,31,314,3141,Ship’s Engineers,7,7,0,4,4,0,3,3,0
B0625SCA,29,000,Karnataka,3,31,314,3142,Ship’s Deck Officers and Pilots,3,3,0,0,0,0,3,3,0
B0625SCA,29,000,Karnataka,3,31,314,3143,Aircraft Pilots and Related Associate Professionals,9,3,6,0,0,0,9,3,6
B0625SCA,29,000,Karnataka,3,31,314,3144,Air Traffic Controller,20,17,3,6,6,0,14,11,3
B0625SCA,29,000,Karnataka,3,31,314,3145,Air Traffic Safety Technicians,9,9,0,0,0,0,9,9,0
B0625SCA,29,000,Karnataka,3,31,315,0000,Safety and Quality Inspectors,281,235,46,84,78,6,197,157,40
B0625SCA,29,000,Karnataka,3,31,315,3151,Fire Inspectors,66,66,0,30,30,0,36,36,0
B0625SCA,29,000,Karnataka,3,31,315,3152,"Safety, Health and Quality Inspectors",215,169,46,54,48,6,161,121,40
B0625SCA,29,000,Karnataka,3,32,000,0000,Life Science and Health Associate Professionals,25132,4381,20751,15198,1682,13516,9934,2699,7235
B0625SCA,29,000,Karnataka,3,32,321,0000,Life Science Technicians and Related Health Associate Professionals,79,62,17,30,18,12,49,44,5
B0625SCA,29,000,Karnataka,3,32,321,3211,Life Science Technicians,53,42,11,18,12,6,35,30,5
B0625SCA,29,000,Karnataka,3,32,321,3213,Farming and Forestry Advisers,6,6,0,6,6,0,0,0,0
B0625SCA,29,000,Karnataka,3,32,321,3214,Environment Science and Protection Technicians,20,14,6,6,0,6,14,14,0
B0625SCA,29,000,Karnataka,3,32,322,0000,Modern Health Associate Professionals (except Nursing),3431,2503,928,1101,859,242,2330,1644,686
B0625SCA,29,000,Karnataka,3,32,322,3221,Medical Assistants,1898,1311,587,587,446,141,1311,865,446
B0625SCA,29,000,Karnataka,3,32,322,3222,Sanitarians,341,274,67,111,67,44,230,207,23
B0625SCA,29,000,Karnataka,3,32,322,3223,Dieticians and Nutritionists,26,18,8,6,6,0,20,12,8
B0625SCA,29,000,Karnataka,3,32,322,3224,Optometrists and Opticians,58,43,15,6,6,0,52,37,15
B0625SCA,29,000,Karnataka,3,32,322,3225,Dental Assistants,66,32,34,22,8,14,44,24,20
B0625SCA,29,000,Karnataka,3,32,322,3226,Physiotherapists and Related Associate Professionals,66,27,39,0,0,0,66,27,39
B0625SCA,29,000,Karnataka,3,32,322,3227,Veterinary Assistants,161,147,14,88,82,6,73,65,8
B0625SCA,29,000,Karnataka,3,32,322,3228,Pharmaceutical Assistants,736,583,153,263,226,37,473,357,116
B0625SCA,29,000,Karnataka,3,32,322,3229,Modern Health Associate Professionals (except Nursing),79,68,11,18,18,0,61,50,11
B0625SCA,29,000,Karnataka,3,32,323,0000,Nursing and Midwifery Associate Professionals,21613,1810,19803,14067,805,13262,7546,1005,6541
B0625SCA,29,000,Karnataka,3,32,323,3231,Nursing Associate Professionals,8178,1602,6576,3460,637,2823,4718,965,3753
B0625SCA,29,000,Karnataka,3,32,323,3232,Midwifery Associate Professionals,13435,208,13227,10607,168,10439,2828,40,2788
B0625SCA,29,000,Karnataka,3,32,324,0000,Traditional Medicine Practitioners and Faith Healers,9,6,3,0,0,0,9,6,3
B0625SCA,29,000,Karnataka,3,32,324,3241,Traditional Medicine Practitioners,3,0,3,0,0,0,3,0,3
B0625SCA,29,000,Karnataka,3,32,324,3242,Faith Healers,6,6,0,0,0,0,6,6,0
B0625SCA,29,000,Karnataka,3,33,000,0000,Teaching Associate Professionals,44118,24502,19616,20601,13935,6666,23517,10567,12950
B0625SCA,29,000,Karnataka,3,33,331,0000,Middle and Primary Education Teaching Associate Professionals,43341,24104,19237,20288,13745,6543,23053,10359,12694
B0625SCA,29,000,Karnataka,3,33,331,3311,Middle School Teaching Associate Professionals,2504,1471,1033,1072,754,318,1432,717,715
B0625SCA,29,000,Karnataka,3,33,331,3312,Primary School Education Teaching Associate Professionals,40837,22633,18204,19216,12991,6225,21621,9642,11979
B0625SCA,29,000,Karnataka,3,33,332,0000,Pre-primary Education Teaching Associate Professionals,167,14,153,56,3,53,111,11,100
B0625SCA,29,000,Karnataka,3,33,332,3320,Pre-primary Education Teaching Associate Professionals,167,14,153,56,3,53,111,11,100
B0625SCA,29,000,Karnataka,3,33,333,0000,Special Education Teaching Associate Professionals,233,103,130,115,62,53,118,41,77
B0625SCA,29,000,Karnataka,3,33,333,3330,Special Education Teaching Associate Professionals,233,103,130,115,62,53,118,41,77
B0625SCA,29,000,Karnataka,3,33,334,0000,Other Teaching Associate Professionals,377,281,96,142,125,17,235,156,79
B0625SCA,29,000,Karnataka,3,33,334,3340,Other Teaching Associate Professionals,377,281,96,142,125,17,235,156,79
B0625SCA,29,000,Karnataka,3,34,000,0000,Other Associate Professionals,30756,27284,3472,9088,8278,810,21668,19006,2662
B0625SCA,29,000,Karnataka,3,34,341,0000,Finance and Sales Associate Professionals,9573,8758,815,2431,2331,100,7142,6427,715
B0625SCA,29,000,Karnataka,3,34,341,3411,Securities and Finance Dealers and Brokers,2496,2308,188,862,816,46,1634,1492,142
B0625SCA,29,000,Karnataka,3,34,341,3412,Insurance Representatives,2383,2131,252,778,748,30,1605,1383,222
B0625SCA,29,000,Karnataka,3,34,341,3413,Estate Agents,2354,2299,55,350,340,10,2004,1959,45
B0625SCA,29,000,Karnataka,3,34,341,3414,Travel Consultants & Organisers,28,28,0,2,2,0,26,26,0
B0625SCA,29,000,Karnataka,3,34,341,3415,Technical and Commercial Sales Representatives,1265,1143,122,246,243,3,1019,900,119
B0625SCA,29,000,Karnataka,3,34,341,3416,Buyers,891,695,196,149,138,11,742,557,185
B0625SCA,29,000,Karnataka,3,34,341,3417,"Appraisers, Valuers and Auctioneers",4,4,0,2,2,0,2,2,0
B0625SCA,29,000,Karnataka,3,34,341,3419,"Finance and Sales Associate Professionals, N.E.C.",152,150,2,42,42,0,110,108,2
B0625SCA,29,000,Karnataka,3,34,342,0000,Business Services Agents and Trade Brokers,656,531,125,82,76,6,574,455,119
B0625SCA,29,000,Karnataka,3,34,342,3421,Trade Brokers,6,6,0,0,0,0,6,6,0
B0625SCA,29,000,Karnataka,3,34,342,3422,Clearing and Forwarding Agents,5,3,2,0,0,0,5,3,2
B0625SCA,29,000,Karnataka,3,34,342,3423,Employment Agents and Labour Contractors,264,246,18,55,55,0,209,191,18
B0625SCA,29,000,Karnataka,3,34,342,3429,"Business Services Agents and Trade Brokers, N.E.C.",381,276,105,27,21,6,354,255,99
B0625SCA,29,000,Karnataka,3,34,343,0000,Administrative Associate Professionals,11647,10215,1432,2678,2475,203,8969,7740,1229
B0625SCA,29,000,Karnataka,3,34,343,3431,Administrative Secretaries and Related Associate Professionals,10650,9431,1219,2557,2370,187,8093,7061,1032
B0625SCA,29,000,Karnataka,3,34,343,3432,Legal and Related Business Associate Professionals,594,502,92,113,99,14,481,403,78
B0625SCA,29,000,Karnataka,3,34,343,3433,"Statistical, Mathematical and Related Associate",18,12,6,0,0,0,18,12,6
B0625SCA,29,000,Karnataka,3,34,343,3439,"Administrative Associate Professionals, N.E.C.",385,270,115,8,6,2,377,264,113
B0625SCA,29,000,Karnataka,3,34,344,0000,"Customs, Tax and Related Govt. Associate Professionals",2439,2188,251,1554,1433,121,885,755,130
B0625SCA,29,000,Karnataka,3,34,344,3441,Customs and Border Inspectors,46,44,2,18,18,0,28,26,2
B0625SCA,29,000,Karnataka,3,34,344,3442,Govt. Tax and Excise Officials,88,74,14,14,14,0,74,60,14
B0625SCA,29,000,Karnataka,3,34,344,3443,Government Social Benefits Officials,1830,1649,181,1470,1349,121,360,300,60
B0625SCA,29,000,Karnataka,3,34,344,3449,"Customs, Tax and Related Govt. Associate Professionals, N.E.C.",475,421,54,52,52,0,423,369,54
B0625SCA,29,000,Karnataka,3,34,345,0000,Police Inspectors and Detectives,1079,1034,45,205,195,10,874,839,35
B0625SCA,29,000,Karnataka,3,34,345,3450,Police Inspectors and Detectives,1079,1034,45,205,195,10,874,839,35
B0625SCA,29,000,Karnataka,3,34,346,0000,Social Work Associate Professionals,1405,1000,405,608,387,221,797,613,184
B0625SCA,29,000,Karnataka,3,34,346,3460,Social Work Associate Professionals,1405,1000,405,608,387,221,797,613,184
B0625SCA,29,000,Karnataka,3,34,347,0000,"Artistic, Entertainment and Sports Associate Professionals",3828,3444,384,1434,1293,141,2394,2151,243
B0625SCA,29,000,Karnataka,3,34,347,3471,Decorators and Commercial Designers,1707,1597,110,487,481,6,1220,1116,104
B0625SCA,29,000,Karnataka,3,34,347,3472,"Radio, Television and Other Announcers",62,47,15,0,0,0,62,47,15
B0625SCA,29,000,Karnataka,3,34,347,3473,"Street, Night-club and Related Musicians, Singers and Dancers",473,448,25,318,300,18,155,148,7
